Altitude (km)	Objet	Matériau	Mass (kg)
73.846	PCU	drama-AA7075	5.207000
73.699	PCU	drama-AA7075	5.207000
73.551	PCU	drama-AA7075	5.207000
73.402	PCU	drama-AA7075	5.207000
73.252	PCU	drama-AA7075	5.207000
73.101	PCU	drama-AA7075	5.122000
72.948	PCU	drama-AA7075	4.784000
72.795	PCU	drama-AA7075	4.445000
72.640	PCU	drama-AA7075	4.103000
72.484	PCU	drama-AA7075	3.761000
72.328	PCU	drama-AA7075	3.417000
72.169	PCU	drama-AA7075	3.072000
72.010	PCU	drama-AA7075	2.726000
71.850	PCU	drama-AA7075	2.380000
71.688	PCU	drama-AA7075	2.033000
71.526	PCU	drama-AA7075	1.687000
71.362	PCU	drama-AA7075	1.341000
71.197	PCU	drama-AA7075	0.995000
71.030	PCU	drama-AA7075	0.652000
70.863	PCU	drama-AA7075	0.310000
70.694	PCU	drama-AA7075	0.000000
80.773	EIU-Internal	drama-El-Mat	4.905000
80.761	EIU-Internal	drama-El-Mat	4.905000
80.707	EIU-Internal	drama-El-Mat	4.905000
80.586	EIU-Internal	drama-El-Mat	4.905000
80.464	EIU-Internal	drama-El-Mat	4.905000
80.341	EIU-Internal	drama-El-Mat	4.905000
80.218	EIU-Internal	drama-El-Mat	4.905000
80.094	EIU-Internal	drama-El-Mat	4.905000
79.969	EIU-Internal	drama-El-Mat	4.905000
79.844	EIU-Internal	drama-El-Mat	4.905000
79.718	EIU-Internal	drama-El-Mat	4.905000
79.591	EIU-Internal	drama-El-Mat	4.905000
79.463	EIU-Internal	drama-El-Mat	4.905000
79.335	EIU-Internal	drama-El-Mat	4.905000
79.205	EIU-Internal	drama-El-Mat	4.905000
79.075	EIU-Internal	drama-El-Mat	4.271000
78.943	EIU-Internal	drama-El-Mat	2.156000
78.811	EIU-Internal	drama-El-Mat	0.046000
78.757	EIU-Internal	drama-El-Mat	0.000000
69.651	SAR-Rx-internal	drama-El-Mat	0.271000
69.635	SAR-Rx-internal	drama-El-Mat	0.271000
69.564	SAR-Rx-internal	drama-El-Mat	0.271000
69.409	SAR-Rx-internal	drama-El-Mat	0.175000
69.260	SAR-Rx-internal	drama-El-Mat	0.000000
72.174	ASCATDPU1-internal	drama-El-Mat	0.681000
72.158	ASCATDPU1-internal	drama-El-Mat	0.681000
72.087	ASCATDPU1-internal	drama-El-Mat	0.681000
71.929	ASCATDPU1-internal	drama-El-Mat	0.681000
71.770	ASCATDPU1-internal	drama-El-Mat	0.681000
71.609	ASCATDPU1-internal	drama-El-Mat	0.681000
71.447	ASCATDPU1-internal	drama-El-Mat	0.432000
71.284	ASCATDPU1-internal	drama-El-Mat	0.000000
82.120	Battery3-Internal	drama-Bat-NiCd	14.812000
82.109	Battery3-Internal	drama-Bat-NiCd	14.812000
82.061	Battery3-Internal	drama-Bat-NiCd	14.812000
81.953	Battery3-Internal	drama-Bat-NiCd	14.812000
81.844	Battery3-Internal	drama-Bat-NiCd	14.812000
81.735	Battery3-Internal	drama-Bat-NiCd	14.812000
81.626	Battery3-Internal	drama-Bat-NiCd	14.812000
81.517	Battery3-Internal	drama-Bat-NiCd	14.812000
81.407	Battery3-Internal	drama-Bat-NiCd	14.812000
81.297	Battery3-Internal	drama-Bat-NiCd	14.812000
81.186	Battery3-Internal	drama-Bat-NiCd	14.812000
81.075	Battery3-Internal	drama-Bat-NiCd	14.812000
80.964	Battery3-Internal	drama-Bat-NiCd	14.812000
80.853	Battery3-Internal	drama-Bat-NiCd	14.812000
80.741	Battery3-Internal	drama-Bat-NiCd	14.812000
80.628	Battery3-Internal	drama-Bat-NiCd	14.812000
80.516	Battery3-Internal	drama-Bat-NiCd	14.812000
80.403	Battery3-Internal	drama-Bat-NiCd	14.812000
80.289	Battery3-Internal	drama-Bat-NiCd	14.812000
80.176	Battery3-Internal	drama-Bat-NiCd	14.812000
80.062	Battery3-Internal	drama-Bat-NiCd	14.812000
79.947	Battery3-Internal	drama-Bat-NiCd	14.812000
79.832	Battery3-Internal	drama-Bat-NiCd	14.812000
79.717	Battery3-Internal	drama-Bat-NiCd	14.812000
79.601	Battery3-Internal	drama-Bat-NiCd	14.812000
79.485	Battery3-Internal	drama-Bat-NiCd	14.812000
79.368	Battery3-Internal	drama-Bat-NiCd	14.812000
79.251	Battery3-Internal	drama-Bat-NiCd	14.812000
79.134	Battery3-Internal	drama-Bat-NiCd	14.812000
79.016	Battery3-Internal	drama-Bat-NiCd	14.812000
78.898	Battery3-Internal	drama-Bat-NiCd	14.812000
78.779	Battery3-Internal	drama-Bat-NiCd	14.812000
78.660	Battery3-Internal	drama-Bat-NiCd	14.812000
78.541	Battery3-Internal	drama-Bat-NiCd	14.812000
78.421	Battery3-Internal	drama-Bat-NiCd	14.812000
78.300	Battery3-Internal	drama-Bat-NiCd	14.812000
78.180	Battery3-Internal	drama-Bat-NiCd	14.812000
78.058	Battery3-Internal	drama-Bat-NiCd	14.812000
77.936	Battery3-Internal	drama-Bat-NiCd	14.812000
77.814	Battery3-Internal	drama-Bat-NiCd	14.812000
77.691	Battery3-Internal	drama-Bat-NiCd	14.812000
77.568	Battery3-Internal	drama-Bat-NiCd	14.812000
77.444	Battery3-Internal	drama-Bat-NiCd	14.812000
77.320	Battery3-Internal	drama-Bat-NiCd	14.812000
77.195	Battery3-Internal	drama-Bat-NiCd	14.812000
77.070	Battery3-Internal	drama-Bat-NiCd	14.812000
76.944	Battery3-Internal	drama-Bat-NiCd	14.812000
76.818	Battery3-Internal	drama-Bat-NiCd	14.812000
76.691	Battery3-Internal	drama-Bat-NiCd	14.812000
76.564	Battery3-Internal	drama-Bat-NiCd	14.812000
76.436	Battery3-Internal	drama-Bat-NiCd	14.812000
76.308	Battery3-Internal	drama-Bat-NiCd	14.812000
76.179	Battery3-Internal	drama-Bat-NiCd	14.812000
76.049	Battery3-Internal	drama-Bat-NiCd	14.812000
75.919	Battery3-Internal	drama-Bat-NiCd	14.812000
75.788	Battery3-Internal	drama-Bat-NiCd	14.812000
75.657	Battery3-Internal	drama-Bat-NiCd	14.812000
75.525	Battery3-Internal	drama-Bat-NiCd	14.812000
75.393	Battery3-Internal	drama-Bat-NiCd	14.812000
75.260	Battery3-Internal	drama-Bat-NiCd	14.812000
75.126	Battery3-Internal	drama-Bat-NiCd	14.395000
74.992	Battery3-Internal	drama-Bat-NiCd	13.900000
74.857	Battery3-Internal	drama-Bat-NiCd	13.401000
74.721	Battery3-Internal	drama-Bat-NiCd	12.897000
74.585	Battery3-Internal	drama-Bat-NiCd	12.388000
74.448	Battery3-Internal	drama-Bat-NiCd	11.874000
74.311	Battery3-Internal	drama-Bat-NiCd	11.356000
74.172	Battery3-Internal	drama-Bat-NiCd	10.833000
74.034	Battery3-Internal	drama-Bat-NiCd	10.306000
73.894	Battery3-Internal	drama-Bat-NiCd	9.774000
73.754	Battery3-Internal	drama-Bat-NiCd	9.238000
73.613	Battery3-Internal	drama-Bat-NiCd	8.698000
73.472	Battery3-Internal	drama-Bat-NiCd	8.153000
73.329	Battery3-Internal	drama-Bat-NiCd	7.604000
73.186	Battery3-Internal	drama-Bat-NiCd	7.052000
73.043	Battery3-Internal	drama-Bat-NiCd	6.496000
72.898	Battery3-Internal	drama-Bat-NiCd	5.937000
72.753	Battery3-Internal	drama-Bat-NiCd	5.374000
72.608	Battery3-Internal	drama-Bat-NiCd	4.809000
72.461	Battery3-Internal	drama-Bat-NiCd	4.243000
72.314	Battery3-Internal	drama-Bat-NiCd	3.675000
72.166	Battery3-Internal	drama-Bat-NiCd	3.107000
72.018	Battery3-Internal	drama-Bat-NiCd	2.540000
71.868	Battery3-Internal	drama-Bat-NiCd	1.976000
71.719	Battery3-Internal	drama-Bat-NiCd	1.418000
71.569	Battery3-Internal	drama-Bat-NiCd	0.872000
71.420	Battery3-Internal	drama-Bat-NiCd	0.347000
71.272	Battery3-Internal	drama-Bat-NiCd	0.000000
70.003	SSR-internal	drama-El-Mat	3.593000
69.986	SSR-internal	drama-El-Mat	3.593000
69.907	SSR-internal	drama-El-Mat	3.593000
69.732	SSR-internal	drama-El-Mat	3.593000
69.557	SSR-internal	drama-El-Mat	3.593000
69.381	SSR-internal	drama-El-Mat	3.593000
69.204	SSR-internal	drama-El-Mat	3.593000
69.027	SSR-internal	drama-El-Mat	0.000000
72.173	ASCATEPC2-internal	drama-El-Mat	0.600000
72.158	ASCATEPC2-internal	drama-El-Mat	0.600000
72.087	ASCATEPC2-internal	drama-El-Mat	0.600000
71.928	ASCATEPC2-internal	drama-El-Mat	0.600000
71.769	ASCATEPC2-internal	drama-El-Mat	0.600000
71.608	ASCATEPC2-internal	drama-El-Mat	0.600000
71.447	ASCATEPC2-internal	drama-El-Mat	0.014000
71.415	ASCATEPC2-internal	drama-El-Mat	0.000000
90.478	SAsupp1	drama-AA7075	0.658000
90.469	SAsupp1	drama-AA7075	0.658000
90.430	SAsupp1	drama-AA7075	0.658000
90.343	SAsupp1	drama-AA7075	0.658000
90.255	SAsupp1	drama-AA7075	0.658000
90.167	SAsupp1	drama-AA7075	0.658000
90.080	SAsupp1	drama-AA7075	0.658000
89.992	SAsupp1	drama-AA7075	0.658000
89.903	SAsupp1	drama-AA7075	0.658000
89.815	SAsupp1	drama-AA7075	0.658000
89.726	SAsupp1	drama-AA7075	0.658000
89.638	SAsupp1	drama-AA7075	0.658000
89.548	SAsupp1	drama-AA7075	0.658000
89.459	SAsupp1	drama-AA7075	0.658000
89.370	SAsupp1	drama-AA7075	0.658000
89.280	SAsupp1	drama-AA7075	0.658000
89.190	SAsupp1	drama-AA7075	0.658000
89.099	SAsupp1	drama-AA7075	0.658000
89.009	SAsupp1	drama-AA7075	0.658000
88.918	SAsupp1	drama-AA7075	0.658000
88.826	SAsupp1	drama-AA7075	0.658000
88.735	SAsupp1	drama-AA7075	0.658000
88.643	SAsupp1	drama-AA7075	0.658000
88.551	SAsupp1	drama-AA7075	0.658000
88.458	SAsupp1	drama-AA7075	0.658000
88.365	SAsupp1	drama-AA7075	0.658000
88.272	SAsupp1	drama-AA7075	0.658000
88.178	SAsupp1	drama-AA7075	0.658000
88.084	SAsupp1	drama-AA7075	0.658000
87.990	SAsupp1	drama-AA7075	0.658000
87.895	SAsupp1	drama-AA7075	0.658000
87.800	SAsupp1	drama-AA7075	0.658000
87.704	SAsupp1	drama-AA7075	0.658000
87.608	SAsupp1	drama-AA7075	0.658000
87.512	SAsupp1	drama-AA7075	0.658000
87.415	SAsupp1	drama-AA7075	0.658000
87.317	SAsupp1	drama-AA7075	0.658000
87.219	SAsupp1	drama-AA7075	0.658000
87.121	SAsupp1	drama-AA7075	0.658000
87.022	SAsupp1	drama-AA7075	0.658000
86.922	SAsupp1	drama-AA7075	0.658000
86.823	SAsupp1	drama-AA7075	0.658000
86.722	SAsupp1	drama-AA7075	0.658000
86.621	SAsupp1	drama-AA7075	0.640000
86.520	SAsupp1	drama-AA7075	0.611000
86.417	SAsupp1	drama-AA7075	0.582000
86.315	SAsupp1	drama-AA7075	0.553000
86.211	SAsupp1	drama-AA7075	0.523000
86.108	SAsupp1	drama-AA7075	0.493000
86.003	SAsupp1	drama-AA7075	0.463000
85.898	SAsupp1	drama-AA7075	0.432000
85.792	SAsupp1	drama-AA7075	0.401000
85.686	SAsupp1	drama-AA7075	0.369000
85.579	SAsupp1	drama-AA7075	0.338000
85.472	SAsupp1	drama-AA7075	0.306000
85.363	SAsupp1	drama-AA7075	0.273000
85.254	SAsupp1	drama-AA7075	0.241000
85.145	SAsupp1	drama-AA7075	0.208000
85.035	SAsupp1	drama-AA7075	0.175000
84.924	SAsupp1	drama-AA7075	0.143000
84.812	SAsupp1	drama-AA7075	0.110000
84.700	SAsupp1	drama-AA7075	0.077000
84.587	SAsupp1	drama-AA7075	0.044000
84.475	SAsupp1	drama-AA7075	0.013000
84.364	SAsupp1	drama-AA7075	0.000000
90.478	CCU	drama-AA7075	3.659000
90.469	CCU	drama-AA7075	3.659000
90.430	CCU	drama-AA7075	3.659000
90.343	CCU	drama-AA7075	3.659000
90.255	CCU	drama-AA7075	3.659000
90.167	CCU	drama-AA7075	3.659000
90.079	CCU	drama-AA7075	3.659000
89.991	CCU	drama-AA7075	3.659000
89.903	CCU	drama-AA7075	3.659000
89.815	CCU	drama-AA7075	3.659000
89.726	CCU	drama-AA7075	3.659000
89.637	CCU	drama-AA7075	3.659000
89.548	CCU	drama-AA7075	3.659000
89.459	CCU	drama-AA7075	3.659000
89.369	CCU	drama-AA7075	3.659000
89.280	CCU	drama-AA7075	3.659000
89.190	CCU	drama-AA7075	3.659000
89.100	CCU	drama-AA7075	3.659000
89.009	CCU	drama-AA7075	3.659000
88.919	CCU	drama-AA7075	3.659000
88.828	CCU	drama-AA7075	3.659000
88.737	CCU	drama-AA7075	3.659000
88.645	CCU	drama-AA7075	3.659000
88.554	CCU	drama-AA7075	3.659000
88.462	CCU	drama-AA7075	3.659000
88.370	CCU	drama-AA7075	3.659000
88.278	CCU	drama-AA7075	3.659000
88.185	CCU	drama-AA7075	3.659000
88.092	CCU	drama-AA7075	3.659000
87.999	CCU	drama-AA7075	3.659000
87.906	CCU	drama-AA7075	3.659000
87.812	CCU	drama-AA7075	3.659000
87.719	CCU	drama-AA7075	3.659000
87.624	CCU	drama-AA7075	3.659000
87.530	CCU	drama-AA7075	3.659000
87.435	CCU	drama-AA7075	3.659000
87.340	CCU	drama-AA7075	3.659000
87.245	CCU	drama-AA7075	3.659000
87.149	CCU	drama-AA7075	3.659000
87.053	CCU	drama-AA7075	3.659000
86.957	CCU	drama-AA7075	3.659000
86.861	CCU	drama-AA7075	3.659000
86.764	CCU	drama-AA7075	3.659000
86.666	CCU	drama-AA7075	3.659000
86.569	CCU	drama-AA7075	3.659000
86.471	CCU	drama-AA7075	3.659000
86.373	CCU	drama-AA7075	3.659000
86.274	CCU	drama-AA7075	3.659000
86.176	CCU	drama-AA7075	3.659000
86.076	CCU	drama-AA7075	3.659000
85.977	CCU	drama-AA7075	3.659000
85.877	CCU	drama-AA7075	3.659000
85.777	CCU	drama-AA7075	3.659000
85.676	CCU	drama-AA7075	3.659000
85.575	CCU	drama-AA7075	3.659000
85.474	CCU	drama-AA7075	3.659000
85.372	CCU	drama-AA7075	3.659000
85.270	CCU	drama-AA7075	3.659000
85.167	CCU	drama-AA7075	3.659000
85.064	CCU	drama-AA7075	3.659000
84.961	CCU	drama-AA7075	3.659000
84.857	CCU	drama-AA7075	3.571000
84.753	CCU	drama-AA7075	3.457000
84.648	CCU	drama-AA7075	3.341000
84.543	CCU	drama-AA7075	3.225000
84.438	CCU	drama-AA7075	3.107000
84.332	CCU	drama-AA7075	2.989000
84.225	CCU	drama-AA7075	2.869000
84.119	CCU	drama-AA7075	2.749000
84.011	CCU	drama-AA7075	2.627000
83.904	CCU	drama-AA7075	2.504000
83.796	CCU	drama-AA7075	2.381000
83.687	CCU	drama-AA7075	2.256000
83.578	CCU	drama-AA7075	2.130000
83.468	CCU	drama-AA7075	2.003000
83.358	CCU	drama-AA7075	1.875000
83.247	CCU	drama-AA7075	1.746000
83.136	CCU	drama-AA7075	1.616000
83.025	CCU	drama-AA7075	1.485000
82.912	CCU	drama-AA7075	1.353000
82.800	CCU	drama-AA7075	1.220000
82.686	CCU	drama-AA7075	1.086000
82.573	CCU	drama-AA7075	0.951000
82.458	CCU	drama-AA7075	0.815000
82.343	CCU	drama-AA7075	0.679000
82.228	CCU	drama-AA7075	0.541000
82.112	CCU	drama-AA7075	0.402000
81.995	CCU	drama-AA7075	0.263000
81.878	CCU	drama-AA7075	0.122000
81.760	CCU	drama-AA7075	0.000000
90.478	SAsupp7	drama-AA7075	0.658000
90.469	SAsupp7	drama-AA7075	0.658000
90.430	SAsupp7	drama-AA7075	0.658000
90.343	SAsupp7	drama-AA7075	0.658000
90.255	SAsupp7	drama-AA7075	0.658000
90.167	SAsupp7	drama-AA7075	0.658000
90.080	SAsupp7	drama-AA7075	0.658000
89.992	SAsupp7	drama-AA7075	0.658000
89.903	SAsupp7	drama-AA7075	0.658000
89.815	SAsupp7	drama-AA7075	0.658000
89.726	SAsupp7	drama-AA7075	0.658000
89.638	SAsupp7	drama-AA7075	0.658000
89.548	SAsupp7	drama-AA7075	0.658000
89.459	SAsupp7	drama-AA7075	0.658000
89.370	SAsupp7	drama-AA7075	0.658000
89.280	SAsupp7	drama-AA7075	0.658000
89.190	SAsupp7	drama-AA7075	0.658000
89.099	SAsupp7	drama-AA7075	0.658000
89.009	SAsupp7	drama-AA7075	0.658000
88.918	SAsupp7	drama-AA7075	0.658000
88.826	SAsupp7	drama-AA7075	0.658000
88.735	SAsupp7	drama-AA7075	0.658000
88.643	SAsupp7	drama-AA7075	0.658000
88.551	SAsupp7	drama-AA7075	0.658000
88.458	SAsupp7	drama-AA7075	0.658000
88.365	SAsupp7	drama-AA7075	0.658000
88.272	SAsupp7	drama-AA7075	0.658000
88.178	SAsupp7	drama-AA7075	0.658000
88.084	SAsupp7	drama-AA7075	0.658000
87.990	SAsupp7	drama-AA7075	0.658000
87.895	SAsupp7	drama-AA7075	0.658000
87.800	SAsupp7	drama-AA7075	0.658000
87.704	SAsupp7	drama-AA7075	0.658000
87.608	SAsupp7	drama-AA7075	0.658000
87.512	SAsupp7	drama-AA7075	0.658000
87.415	SAsupp7	drama-AA7075	0.658000
87.317	SAsupp7	drama-AA7075	0.658000
87.219	SAsupp7	drama-AA7075	0.658000
87.121	SAsupp7	drama-AA7075	0.658000
87.022	SAsupp7	drama-AA7075	0.658000
86.922	SAsupp7	drama-AA7075	0.658000
86.823	SAsupp7	drama-AA7075	0.658000
86.722	SAsupp7	drama-AA7075	0.658000
86.621	SAsupp7	drama-AA7075	0.640000
86.520	SAsupp7	drama-AA7075	0.611000
86.417	SAsupp7	drama-AA7075	0.582000
86.315	SAsupp7	drama-AA7075	0.553000
86.211	SAsupp7	drama-AA7075	0.523000
86.108	SAsupp7	drama-AA7075	0.493000
86.003	SAsupp7	drama-AA7075	0.463000
85.898	SAsupp7	drama-AA7075	0.432000
85.792	SAsupp7	drama-AA7075	0.401000
85.686	SAsupp7	drama-AA7075	0.369000
85.579	SAsupp7	drama-AA7075	0.338000
85.472	SAsupp7	drama-AA7075	0.306000
85.363	SAsupp7	drama-AA7075	0.273000
85.254	SAsupp7	drama-AA7075	0.241000
85.145	SAsupp7	drama-AA7075	0.208000
85.035	SAsupp7	drama-AA7075	0.175000
84.924	SAsupp7	drama-AA7075	0.143000
84.812	SAsupp7	drama-AA7075	0.110000
84.700	SAsupp7	drama-AA7075	0.077000
84.587	SAsupp7	drama-AA7075	0.044000
84.475	SAsupp7	drama-AA7075	0.013000
84.364	SAsupp7	drama-AA7075	0.000000
76.419	SAR-Tx	drama-AA7075	1.781000
76.406	SAR-Tx	drama-AA7075	1.781000
76.347	SAR-Tx	drama-AA7075	1.781000
76.214	SAR-Tx	drama-AA7075	1.781000
76.082	SAR-Tx	drama-AA7075	1.781000
75.948	SAR-Tx	drama-AA7075	1.781000
75.815	SAR-Tx	drama-AA7075	1.781000
75.681	SAR-Tx	drama-AA7075	1.781000
75.546	SAR-Tx	drama-AA7075	1.781000
75.410	SAR-Tx	drama-AA7075	1.781000
75.274	SAR-Tx	drama-AA7075	1.781000
75.137	SAR-Tx	drama-AA7075	1.781000
75.000	SAR-Tx	drama-AA7075	1.781000
74.861	SAR-Tx	drama-AA7075	1.781000
74.721	SAR-Tx	drama-AA7075	1.781000
74.581	SAR-Tx	drama-AA7075	1.657000
74.439	SAR-Tx	drama-AA7075	1.467000
74.297	SAR-Tx	drama-AA7075	1.279000
74.153	SAR-Tx	drama-AA7075	1.093000
74.009	SAR-Tx	drama-AA7075	0.909000
73.863	SAR-Tx	drama-AA7075	0.728000
73.717	SAR-Tx	drama-AA7075	0.552000
73.571	SAR-Tx	drama-AA7075	0.383000
73.425	SAR-Tx	drama-AA7075	0.224000
73.280	SAR-Tx	drama-AA7075	0.081000
73.142	SAR-Tx	drama-AA7075	0.000000
80.525	EAIM-internal	drama-El-Mat	5.439000
80.512	EAIM-internal	drama-El-Mat	5.439000
80.457	EAIM-internal	drama-El-Mat	5.439000
80.335	EAIM-internal	drama-El-Mat	5.439000
80.211	EAIM-internal	drama-El-Mat	5.439000
80.087	EAIM-internal	drama-El-Mat	5.439000
79.962	EAIM-internal	drama-El-Mat	5.439000
79.836	EAIM-internal	drama-El-Mat	5.439000
79.710	EAIM-internal	drama-El-Mat	5.439000
79.583	EAIM-internal	drama-El-Mat	5.439000
79.455	EAIM-internal	drama-El-Mat	5.439000
79.326	EAIM-internal	drama-El-Mat	5.439000
79.196	EAIM-internal	drama-El-Mat	5.439000
79.065	EAIM-internal	drama-El-Mat	5.439000
78.934	EAIM-internal	drama-El-Mat	5.439000
78.802	EAIM-internal	drama-El-Mat	5.439000
78.668	EAIM-internal	drama-El-Mat	5.439000
78.534	EAIM-internal	drama-El-Mat	3.437000
78.399	EAIM-internal	drama-El-Mat	1.290000
78.263	EAIM-internal	drama-El-Mat	0.000000
71.027	PMC2-internal	drama-El-Mat	0.887000
71.011	PMC2-internal	drama-El-Mat	0.887000
70.936	PMC2-internal	drama-El-Mat	0.887000
70.769	PMC2-internal	drama-El-Mat	0.887000
70.601	PMC2-internal	drama-El-Mat	0.887000
70.432	PMC2-internal	drama-El-Mat	0.887000
70.263	PMC2-internal	drama-El-Mat	0.000000
90.478	EIU	drama-AA7075	5.974000
90.469	EIU	drama-AA7075	5.974000
90.430	EIU	drama-AA7075	5.974000
90.342	EIU	drama-AA7075	5.974000
90.255	EIU	drama-AA7075	5.974000
90.167	EIU	drama-AA7075	5.974000
90.079	EIU	drama-AA7075	5.974000
89.991	EIU	drama-AA7075	5.974000
89.903	EIU	drama-AA7075	5.974000
89.815	EIU	drama-AA7075	5.974000
89.726	EIU	drama-AA7075	5.974000
89.637	EIU	drama-AA7075	5.974000
89.548	EIU	drama-AA7075	5.974000
89.459	EIU	drama-AA7075	5.974000
89.369	EIU	drama-AA7075	5.974000
89.280	EIU	drama-AA7075	5.974000
89.190	EIU	drama-AA7075	5.974000
89.100	EIU	drama-AA7075	5.974000
89.009	EIU	drama-AA7075	5.974000
88.919	EIU	drama-AA7075	5.974000
88.828	EIU	drama-AA7075	5.974000
88.737	EIU	drama-AA7075	5.974000
88.646	EIU	drama-AA7075	5.974000
88.554	EIU	drama-AA7075	5.974000
88.463	EIU	drama-AA7075	5.974000
88.371	EIU	drama-AA7075	5.974000
88.278	EIU	drama-AA7075	5.974000
88.186	EIU	drama-AA7075	5.974000
88.093	EIU	drama-AA7075	5.974000
88.001	EIU	drama-AA7075	5.974000
87.907	EIU	drama-AA7075	5.974000
87.814	EIU	drama-AA7075	5.974000
87.720	EIU	drama-AA7075	5.974000
87.626	EIU	drama-AA7075	5.974000
87.532	EIU	drama-AA7075	5.974000
87.438	EIU	drama-AA7075	5.974000
87.343	EIU	drama-AA7075	5.974000
87.248	EIU	drama-AA7075	5.974000
87.153	EIU	drama-AA7075	5.974000
87.057	EIU	drama-AA7075	5.974000
86.961	EIU	drama-AA7075	5.974000
86.865	EIU	drama-AA7075	5.974000
86.769	EIU	drama-AA7075	5.974000
86.672	EIU	drama-AA7075	5.974000
86.575	EIU	drama-AA7075	5.974000
86.478	EIU	drama-AA7075	5.974000
86.380	EIU	drama-AA7075	5.974000
86.282	EIU	drama-AA7075	5.974000
86.184	EIU	drama-AA7075	5.974000
86.085	EIU	drama-AA7075	5.974000
85.987	EIU	drama-AA7075	5.974000
85.887	EIU	drama-AA7075	5.974000
85.788	EIU	drama-AA7075	5.974000
85.688	EIU	drama-AA7075	5.974000
85.588	EIU	drama-AA7075	5.974000
85.487	EIU	drama-AA7075	5.974000
85.387	EIU	drama-AA7075	5.974000
85.285	EIU	drama-AA7075	5.974000
85.184	EIU	drama-AA7075	5.974000
85.082	EIU	drama-AA7075	5.974000
84.980	EIU	drama-AA7075	5.974000
84.877	EIU	drama-AA7075	5.974000
84.774	EIU	drama-AA7075	5.974000
84.671	EIU	drama-AA7075	5.974000
84.567	EIU	drama-AA7075	5.974000
84.463	EIU	drama-AA7075	5.974000
84.358	EIU	drama-AA7075	5.974000
84.253	EIU	drama-AA7075	5.840000
84.148	EIU	drama-AA7075	5.670000
84.042	EIU	drama-AA7075	5.499000
83.936	EIU	drama-AA7075	5.326000
83.829	EIU	drama-AA7075	5.152000
83.722	EIU	drama-AA7075	4.976000
83.615	EIU	drama-AA7075	4.798000
83.507	EIU	drama-AA7075	4.619000
83.399	EIU	drama-AA7075	4.439000
83.290	EIU	drama-AA7075	4.257000
83.181	EIU	drama-AA7075	4.073000
83.071	EIU	drama-AA7075	3.888000
82.961	EIU	drama-AA7075	3.702000
82.851	EIU	drama-AA7075	3.513000
82.740	EIU	drama-AA7075	3.324000
82.628	EIU	drama-AA7075	3.133000
82.516	EIU	drama-AA7075	2.940000
82.404	EIU	drama-AA7075	2.746000
82.291	EIU	drama-AA7075	2.550000
82.177	EIU	drama-AA7075	2.353000
82.063	EIU	drama-AA7075	2.154000
81.949	EIU	drama-AA7075	1.954000
81.834	EIU	drama-AA7075	1.752000
81.718	EIU	drama-AA7075	1.549000
81.602	EIU	drama-AA7075	1.344000
81.485	EIU	drama-AA7075	1.138000
81.368	EIU	drama-AA7075	0.930000
81.250	EIU	drama-AA7075	0.721000
81.132	EIU	drama-AA7075	0.510000
81.013	EIU	drama-AA7075	0.298000
80.893	EIU	drama-AA7075	0.085000
80.773	EIU	drama-AA7075	0.000000
76.419	SheWallY1	drama-HC-AA7075	3.871000
76.406	SheWallY1	drama-HC-AA7075	3.871000
76.347	SheWallY1	drama-HC-AA7075	3.871000
