Material,Object,Altitude (km),Mass (kg)
drama-AA7075,ASCATSSP2,17.572,0.085
drama-AA7075,ASCATSSP2,17.551,0.085
drama-AA7075,ASCATSSP2,17.53,0.085
drama-AA7075,ASCATSSP2,17.509,0.085
drama-AA7075,ASCATSSP2,17.488,0.085
drama-AA7075,ASCATSSP2,17.467,0.085
drama-AA7075,ASCATSSP2,17.446,0.085
drama-AA7075,ASCATSSP2,17.425,0.085
drama-AA7075,ASCATSSP2,17.404,0.085
drama-AA7075,ASCATSSP2,17.383,0.085
drama-AA7075,ASCATSSP2,17.362,0.085
drama-AA7075,ASCATSSP2,17.341,0.085
drama-AA7075,ASCATSSP2,17.32,0.085
drama-AA7075,ASCATSSP2,17.299,0.085
drama-AA7075,ASCATSSP2,17.278,0.085
drama-AA7075,ASCATSSP2,17.257,0.085
drama-AA7075,ASCATSSP2,17.237,0.085
drama-AA7075,ASCATSSP2,17.216,0.085
drama-AA7075,ASCATSSP2,17.195,0.085
drama-AA7075,ASCATSSP2,17.174,0.085
drama-AA7075,ASCATSSP2,17.154,0.085
drama-AA7075,ASCATSSP2,17.133,0.085
drama-AA7075,ASCATSSP2,17.112,0.085
drama-AA7075,ASCATSSP2,17.091,0.085
drama-AA7075,ASCATSSP2,17.071,0.085
drama-AA7075,ASCATSSP2,17.05,0.085
drama-AA7075,ASCATSSP2,17.03,0.085
drama-AA7075,ASCATSSP2,17.009,0.085
drama-AA7075,ASCATSSP2,16.988,0.085
drama-AA7075,ASCATSSP2,16.968,0.085
drama-AA7075,ASCATSSP2,16.947,0.085
drama-AA7075,ASCATSSP2,16.927,0.085
drama-AA7075,ASCATSSP2,16.906,0.085
drama-AA7075,ASCATSSP2,16.886,0.085
drama-AA7075,ASCATSSP2,16.866,0.085
drama-AA7075,ASCATSSP2,16.845,0.085
drama-AA7075,ASCATSSP2,16.825,0.085
drama-AA7075,ASCATSSP2,16.804,0.085
drama-AA7075,ASCATSSP2,16.784,0.085
drama-AA7075,ASCATSSP2,16.764,0.085
drama-AA7075,ASCATSSP2,16.743,0.085
drama-AA7075,ASCATSSP2,16.723,0.085
drama-AA7075,ASCATSSP2,16.703,0.085
drama-AA7075,ASCATSSP2,16.682,0.085
drama-AA7075,ASCATSSP2,16.662,0.085
drama-AA7075,ASCATSSP2,16.642,0.085
drama-AA7075,ASCATSSP2,16.622,0.085
drama-AA7075,ASCATSSP2,16.602,0.085
drama-AA7075,ASCATSSP2,16.582,0.085
drama-AA7075,ASCATSSP2,16.561,0.085
drama-AA7075,ASCATSSP2,16.541,0.085
drama-AA7075,ASCATSSP2,16.521,0.085
drama-AA7075,ASCATSSP2,16.501,0.085
drama-AA7075,ASCATSSP2,16.481,0.085
drama-AA7075,ASCATSSP2,16.461,0.085
drama-AA7075,ASCATSSP2,16.441,0.085
drama-AA7075,ASCATSSP2,16.421,0.085
drama-AA7075,ASCATSSP2,16.401,0.085
drama-AA7075,ASCATSSP2,16.381,0.085
drama-AA7075,ASCATSSP2,16.361,0.085
drama-AA7075,ASCATSSP2,16.341,0.085
drama-AA7075,ASCATSSP2,16.321,0.085
drama-AA7075,ASCATSSP2,16.301,0.085
drama-AA7075,ASCATSSP2,16.282,0.085
drama-AA7075,ASCATSSP2,16.262,0.085
drama-AA7075,ASCATSSP2,16.242,0.085
drama-AA7075,ASCATSSP2,16.222,0.085
drama-AA7075,ASCATSSP2,16.202,0.085
drama-AA7075,ASCATSSP2,16.183,0.085
drama-AA7075,ASCATSSP2,16.163,0.085
drama-AA7075,ASCATSSP2,16.143,0.085
drama-AA7075,ASCATSSP2,16.123,0.085
drama-AA7075,ASCATSSP2,16.104,0.085
drama-AA7075,ASCATSSP2,16.084,0.085
drama-AA7075,ASCATSSP2,16.064,0.085
drama-AA7075,ASCATSSP2,16.045,0.085
drama-AA7075,ASCATSSP2,16.025,0.085
drama-AA7075,ASCATSSP2,16.006,0.085
drama-AA7075,ASCATSSP2,15.986,0.085
drama-AA7075,ASCATSSP2,15.966,0.085
drama-AA7075,ASCATSSP2,15.947,0.085
drama-AA7075,ASCATSSP2,15.927,0.085
drama-AA7075,ASCATSSP2,15.908,0.085
drama-AA7075,ASCATSSP2,15.888,0.085
drama-AA7075,ASCATSSP2,15.869,0.085
drama-AA7075,ASCATSSP2,15.85,0.085
drama-AA7075,ASCATSSP2,15.83,0.085
drama-AA7075,ASCATSSP2,15.811,0.085
drama-AA7075,ASCATSSP2,15.791,0.085
drama-AA7075,ASCATSSP2,15.772,0.085
drama-AA7075,ASCATSSP2,15.753,0.085
drama-AA7075,ASCATSSP2,15.733,0.085
drama-AA7075,ASCATSSP2,15.714,0.085
drama-AA7075,ASCATSSP2,15.695,0.085
drama-AA7075,ASCATSSP2,15.675,0.085
drama-AA7075,ASCATSSP2,15.656,0.085
drama-AA7075,ASCATSSP2,15.637,0.085
drama-AA7075,ASCATSSP2,15.618,0.085
drama-AA7075,ASCATSSP2,15.598,0.085
drama-AA7075,ASCATSSP2,15.579,0.085
drama-AA7075,ASCATSSP2,15.56,0.085
drama-AA7075,ASCATSSP2,15.541,0.085
drama-AA7075,ASCATSSP2,15.522,0.085
drama-AA7075,ASCATSSP2,15.503,0.085
drama-AA7075,ASCATSSP2,15.483,0.085
drama-AA7075,ASCATSSP2,15.464,0.085
drama-AA7075,ASCATSSP2,15.445,0.085
drama-AA7075,ASCATSSP2,15.426,0.085
drama-AA7075,ASCATSSP2,15.407,0.085
drama-AA7075,ASCATSSP2,15.388,0.085
drama-AA7075,ASCATSSP2,15.369,0.085
drama-AA7075,ASCATSSP2,15.35,0.085
drama-AA7075,ASCATSSP2,15.331,0.085
drama-AA7075,ASCATSSP2,15.312,0.085
drama-AA7075,ASCATSSP2,15.293,0.085
drama-AA7075,ASCATSSP2,15.275,0.085
drama-AA7075,ASCATSSP2,15.256,0.085
drama-AA7075,ASCATSSP2,15.237,0.085
drama-AA7075,ASCATSSP2,15.218,0.085
drama-AA7075,ASCATSSP2,15.199,0.085
drama-AA7075,ASCATSSP2,15.18,0.085
drama-AA7075,ASCATSSP2,15.161,0.085
drama-AA7075,ASCATSSP2,15.143,0.085
drama-AA7075,ASCATSSP2,15.124,0.085
drama-AA7075,ASCATSSP2,15.105,0.085
drama-AA7075,ASCATSSP2,15.086,0.085
drama-AA7075,ASCATSSP2,15.068,0.085
drama-AA7075,ASCATSSP2,15.049,0.085
drama-AA7075,ASCATSSP2,15.03,0.085
drama-AA7075,ASCATSSP2,15.012,0.085
drama-AA7075,ASCATSSP2,14.993,0.085
drama-AA7075,ASCATSSP2,14.974,0.085
drama-AA7075,ASCATSSP2,14.956,0.085
drama-AA7075,ASCATSSP2,14.937,0.085
drama-AA7075,ASCATSSP2,14.919,0.085
drama-AA7075,ASCATSSP2,14.9,0.085
drama-AA7075,ASCATSSP2,14.881,0.085
drama-AA7075,ASCATSSP2,14.863,0.085
drama-AA7075,ASCATSSP2,14.844,0.085
drama-AA7075,ASCATSSP2,14.826,0.085
drama-AA7075,ASCATSSP2,14.807,0.085
drama-AA7075,ASCATSSP2,14.789,0.085
drama-AA7075,ASCATSSP2,14.771,0.085
drama-AA7075,ASCATSSP2,14.752,0.085
drama-AA7075,ASCATSSP2,14.734,0.085
drama-AA7075,ASCATSSP2,14.715,0.085
drama-AA7075,ASCATSSP2,14.697,0.085
drama-AA7075,ASCATSSP2,14.679,0.085
drama-AA7075,ASCATSSP2,14.66,0.085
drama-AA7075,ASCATSSP2,14.642,0.085
drama-AA7075,ASCATSSP2,14.624,0.085
drama-AA7075,ASCATSSP2,14.605,0.085
drama-AA7075,ASCATSSP2,14.587,0.085
drama-AA7075,ASCATSSP2,14.569,0.085
drama-AA7075,ASCATSSP2,14.551,0.085
drama-AA7075,ASCATSSP2,14.532,0.085
drama-AA7075,ASCATSSP2,14.514,0.085
drama-AA7075,ASCATSSP2,14.496,0.085
drama-AA7075,ASCATSSP2,14.478,0.085
drama-AA7075,ASCATSSP2,14.46,0.085
drama-AA7075,ASCATSSP2,14.441,0.085
drama-AA7075,ASCATSSP2,14.423,0.085
drama-AA7075,ASCATSSP2,14.405,0.085
drama-AA7075,ASCATSSP2,14.387,0.085
drama-AA7075,ASCATSSP2,14.369,0.085
drama-AA7075,ASCATSSP2,14.351,0.085
drama-AA7075,ASCATSSP2,14.333,0.085
drama-AA7075,ASCATSSP2,14.315,0.085
drama-AA7075,ASCATSSP2,14.297,0.085
drama-AA7075,ASCATSSP2,14.279,0.085
drama-AA7075,ASCATSSP2,14.261,0.085
drama-AA7075,ASCATSSP2,14.243,0.085
drama-AA7075,ASCATSSP2,14.225,0.085
drama-AA7075,ASCATSSP2,14.207,0.085
drama-AA7075,ASCATSSP2,14.189,0.085
drama-AA7075,ASCATSSP2,14.171,0.085
drama-AA7075,ASCATSSP2,14.153,0.085
drama-AA7075,ASCATSSP2,14.136,0.085
drama-AA7075,ASCATSSP2,14.118,0.085
drama-AA7075,ASCATSSP2,14.1,0.085
drama-AA7075,ASCATSSP2,14.082,0.085
drama-AA7075,ASCATSSP2,14.064,0.085
drama-AA7075,ASCATSSP2,14.047,0.085
drama-AA7075,ASCATSSP2,14.029,0.085
drama-AA7075,ASCATSSP2,14.011,0.085
drama-AA7075,ASCATSSP2,13.993,0.085
drama-AA7075,ASCATSSP2,13.976,0.085
drama-AA7075,ASCATSSP2,13.958,0.085
drama-AA7075,ASCATSSP2,13.94,0.085
drama-AA7075,ASCATSSP2,13.923,0.085
drama-AA7075,ASCATSSP2,13.905,0.085
drama-AA7075,ASCATSSP2,13.887,0.085
drama-AA7075,ASCATSSP2,13.87,0.085
drama-AA7075,ASCATSSP2,13.852,0.085
drama-AA7075,ASCATSSP2,13.835,0.085
drama-AA7075,ASCATSSP2,13.817,0.085
drama-AA7075,ASCATSSP2,13.799,0.085
drama-AA7075,ASCATSSP2,13.782,0.085
drama-AA7075,ASCATSSP2,13.764,0.085
drama-AA7075,ASCATSSP2,13.747,0.085
drama-AA7075,ASCATSSP2,13.729,0.085
drama-AA7075,ASCATSSP2,13.712,0.085
drama-AA7075,ASCATSSP2,13.694,0.085
drama-AA7075,ASCATSSP2,13.677,0.085
drama-AA7075,ASCATSSP2,13.66,0.085
drama-AA7075,ASCATSSP2,13.642,0.085
drama-AA7075,ASCATSSP2,13.625,0.085
drama-AA7075,ASCATSSP2,13.607,0.085
drama-AA7075,ASCATSSP2,13.59,0.085
drama-AA7075,ASCATSSP2,13.573,0.085
drama-AA7075,ASCATSSP2,13.555,0.085
drama-AA7075,ASCATSSP2,13.538,0.085
drama-AA7075,ASCATSSP2,13.521,0.085
drama-AA7075,ASCATSSP2,13.504,0.085
drama-AA7075,ASCATSSP2,13.486,0.085
drama-AA7075,ASCATSSP2,13.469,0.085
drama-AA7075,ASCATSSP2,13.452,0.085
drama-AA7075,ASCATSSP2,13.435,0.085
drama-AA7075,ASCATSSP2,13.417,0.085
drama-AA7075,ASCATSSP2,13.4,0.085
drama-AA7075,ASCATSSP2,13.383,0.085
drama-AA7075,ASCATSSP2,13.366,0.085
drama-AA7075,ASCATSSP2,13.349,0.085
drama-AA7075,ASCATSSP2,13.332,0.085
drama-AA7075,ASCATSSP2,13.315,0.085
drama-AA7075,ASCATSSP2,13.297,0.085
drama-AA7075,ASCATSSP2,13.28,0.085
drama-AA7075,ASCATSSP2,13.263,0.085
drama-AA7075,ASCATSSP2,13.246,0.085
drama-AA7075,ASCATSSP2,13.229,0.085
drama-AA7075,ASCATSSP2,13.212,0.085
drama-AA7075,ASCATSSP2,13.195,0.085
drama-AA7075,ASCATSSP2,13.178,0.085
drama-AA7075,ASCATSSP2,13.161,0.085
drama-AA7075,ASCATSSP2,13.144,0.085
drama-AA7075,ASCATSSP2,13.127,0.085
drama-AA7075,ASCATSSP2,13.111,0.085
drama-AA7075,ASCATSSP2,13.094,0.085
drama-AA7075,ASCATSSP2,13.077,0.085
drama-AA7075,ASCATSSP2,13.06,0.085
drama-AA7075,ASCATSSP2,13.043,0.085
drama-AA7075,ASCATSSP2,13.026,0.085
drama-AA7075,ASCATSSP2,13.009,0.085
drama-AA7075,ASCATSSP2,12.993,0.085
drama-AA7075,ASCATSSP2,12.976,0.085
drama-AA7075,ASCATSSP2,12.959,0.085
drama-AA7075,ASCATSSP2,12.942,0.085
drama-AA7075,ASCATSSP2,12.926,0.085
drama-AA7075,ASCATSSP2,12.909,0.085
drama-AA7075,ASCATSSP2,12.892,0.085
drama-AA7075,ASCATSSP2,12.875,0.085
drama-AA7075,ASCATSSP2,12.859,0.085
drama-AA7075,ASCATSSP2,12.842,0.085
drama-AA7075,ASCATSSP2,12.825,0.085
drama-AA7075,ASCATSSP2,12.809,0.085
drama-AA7075,ASCATSSP2,12.792,0.085
drama-AA7075,ASCATSSP2,12.776,0.085
drama-AA7075,ASCATSSP2,12.759,0.085
drama-AA7075,ASCATSSP2,12.742,0.085
drama-AA7075,ASCATSSP2,12.726,0.085
drama-AA7075,ASCATSSP2,12.709,0.085
drama-AA7075,ASCATSSP2,12.693,0.085
drama-AA7075,ASCATSSP2,12.676,0.085
drama-AA7075,ASCATSSP2,12.66,0.085
drama-AA7075,ASCATSSP2,12.643,0.085
drama-AA7075,ASCATSSP2,12.627,0.085
drama-AA7075,ASCATSSP2,12.611,0.085
drama-AA7075,ASCATSSP2,12.594,0.085
drama-AA7075,ASCATSSP2,12.578,0.085
drama-AA7075,ASCATSSP2,12.561,0.085
drama-AA7075,ASCATSSP2,12.545,0.085
drama-AA7075,ASCATSSP2,12.529,0.085
drama-AA7075,ASCATSSP2,12.512,0.085
drama-AA7075,ASCATSSP2,12.496,0.085
drama-AA7075,ASCATSSP2,12.479,0.085
drama-AA7075,ASCATSSP2,12.463,0.085
drama-AA7075,ASCATSSP2,12.447,0.085
drama-AA7075,ASCATSSP2,12.431,0.085
drama-AA7075,ASCATSSP2,12.414,0.085
drama-AA7075,ASCATSSP2,12.398,0.085
drama-AA7075,ASCATSSP2,12.382,0.085
drama-AA7075,ASCATSSP2,12.366,0.085
drama-AA7075,ASCATSSP2,12.349,0.085
drama-AA7075,ASCATSSP2,12.333,0.085
drama-AA7075,ASCATSSP2,12.317,0.085
drama-AA7075,ASCATSSP2,12.301,0.085
drama-AA7075,ASCATSSP2,12.285,0.085
drama-AA7075,ASCATSSP2,12.269,0.085
drama-AA7075,ASCATSSP2,12.253,0.085
drama-AA7075,ASCATSSP2,12.237,0.085
drama-AA7075,ASCATSSP2,12.22,0.085
drama-AA7075,ASCATSSP2,12.204,0.085
drama-AA7075,ASCATSSP2,12.188,0.085
drama-AA7075,ASCATSSP2,12.172,0.085
drama-AA7075,ASCATSSP2,12.156,0.085
drama-AA7075,ASCATSSP2,12.14,0.085
drama-AA7075,ASCATSSP2,12.124,0.085
drama-AA7075,ASCATSSP2,12.108,0.085
drama-AA7075,ASCATSSP2,12.092,0.085
drama-AA7075,ASCATSSP2,12.076,0.085
drama-AA7075,ASCATSSP2,12.06,0.085
drama-AA7075,ASCATSSP2,12.045,0.085
drama-AA7075,ASCATSSP2,12.029,0.085
drama-AA7075,ASCATSSP2,12.013,0.085
drama-AA7075,ASCATSSP2,11.997,0.085
drama-AA7075,ASCATSSP2,11.981,0.085
drama-AA7075,ASCATSSP2,11.965,0.085
drama-AA7075,ASCATSSP2,11.949,0.085
drama-AA7075,ASCATSSP2,11.934,0.085
drama-AA7075,ASCATSSP2,11.918,0.085
drama-AA7075,ASCATSSP2,11.902,0.085
drama-AA7075,ASCATSSP2,11.886,0.085
drama-AA7075,ASCATSSP2,11.871,0.085
drama-AA7075,ASCATSSP2,11.855,0.085
drama-AA7075,ASCATSSP2,11.839,0.085
drama-AA7075,ASCATSSP2,11.823,0.085
drama-AA7075,ASCATSSP2,11.808,0.085
drama-AA7075,ASCATSSP2,11.792,0.085
drama-AA7075,ASCATSSP2,11.776,0.085
drama-AA7075,ASCATSSP2,11.761,0.085
drama-AA7075,ASCATSSP2,11.745,0.085
drama-AA7075,ASCATSSP2,11.73,0.085
drama-AA7075,ASCATSSP2,11.714,0.085
drama-AA7075,ASCATSSP2,11.698,0.085
drama-AA7075,ASCATSSP2,11.683,0.085
drama-AA7075,ASCATSSP2,11.667,0.085
drama-AA7075,ASCATSSP2,11.652,0.085
drama-AA7075,ASCATSSP2,11.636,0.085
drama-AA7075,ASCATSSP2,11.621,0.085
drama-AA7075,ASCATSSP2,11.605,0.085
drama-AA7075,ASCATSSP2,11.59,0.085
drama-AA7075,ASCATSSP2,11.574,0.085
drama-AA7075,ASCATSSP2,11.559,0.085
drama-AA7075,ASCATSSP2,11.543,0.085
drama-AA7075,ASCATSSP2,11.528,0.085
drama-AA7075,ASCATSSP2,11.513,0.085
drama-AA7075,ASCATSSP2,11.497,0.085
drama-AA7075,ASCATSSP2,11.482,0.085
drama-AA7075,ASCATSSP2,11.466,0.085
drama-AA7075,ASCATSSP2,11.451,0.085
drama-AA7075,ASCATSSP2,11.436,0.085
drama-AA7075,ASCATSSP2,11.42,0.085
drama-AA7075,ASCATSSP2,11.405,0.085
drama-AA7075,ASCATSSP2,11.39,0.085
drama-AA7075,ASCATSSP2,11.375,0.085
drama-AA7075,ASCATSSP2,11.359,0.085
drama-AA7075,ASCATSSP2,11.344,0.085
drama-AA7075,ASCATSSP2,11.329,0.085
drama-AA7075,ASCATSSP2,11.314,0.085
drama-AA7075,ASCATSSP2,11.299,0.085
drama-AA7075,ASCATSSP2,11.283,0.085
drama-AA7075,ASCATSSP2,11.268,0.085
drama-AA7075,ASCATSSP2,11.253,0.085
drama-AA7075,ASCATSSP2,11.238,0.085
drama-AA7075,ASCATSSP2,11.223,0.085
drama-AA7075,ASCATSSP2,11.208,0.085
drama-AA7075,ASCATSSP2,11.193,0.085
drama-AA7075,ASCATSSP2,11.177,0.085
drama-AA7075,ASCATSSP2,11.162,0.085
drama-AA7075,ASCATSSP2,11.147,0.085
drama-AA7075,ASCATSSP2,11.132,0.085
drama-AA7075,ASCATSSP2,11.117,0.085
drama-AA7075,ASCATSSP2,11.102,0.085
drama-AA7075,ASCATSSP2,11.087,0.085
drama-AA7075,ASCATSSP2,11.072,0.085
drama-AA7075,ASCATSSP2,11.057,0.085
drama-AA7075,ASCATSSP2,11.042,0.085
drama-AA7075,ASCATSSP2,11.028,0.085
drama-AA7075,ASCATSSP2,11.013,0.085
drama-AA7075,ASCATSSP2,10.998,0.085
drama-AA7075,ASCATSSP2,10.983,0.085
drama-AA7075,ASCATSSP2,10.968,0.085
drama-AA7075,ASCATSSP2,10.953,0.085
drama-AA7075,ASCATSSP2,10.938,0.085
drama-AA7075,ASCATSSP2,10.923,0.085
drama-AA7075,ASCATSSP2,10.909,0.085
drama-AA7075,ASCATSSP2,10.894,0.085
drama-AA7075,ASCATSSP2,10.879,0.085
drama-AA7075,ASCATSSP2,10.864,0.085
drama-AA7075,ASCATSSP2,10.849,0.085
drama-AA7075,ASCATSSP2,10.835,0.085
drama-AA7075,ASCATSSP2,10.82,0.085
drama-AA7075,ASCATSSP2,10.805,0.085
drama-AA7075,ASCATSSP2,10.79,0.085
drama-AA7075,ASCATSSP2,10.776,0.085
drama-AA7075,ASCATSSP2,10.761,0.085
drama-AA7075,ASCATSSP2,10.746,0.085
drama-AA7075,ASCATSSP2,10.732,0.085
drama-AA7075,ASCATSSP2,10.717,0.085
drama-AA7075,ASCATSSP2,10.702,0.085
drama-AA7075,ASCATSSP2,10.688,0.085
drama-AA7075,ASCATSSP2,10.673,0.085
drama-AA7075,ASCATSSP2,10.658,0.085
drama-AA7075,ASCATSSP2,10.644,0.085
drama-AA7075,ASCATSSP2,10.629,0.085
drama-AA7075,ASCATSSP2,10.615,0.085
drama-AA7075,ASCATSSP2,10.6,0.085
drama-AA7075,ASCATSSP2,10.585,0.085
drama-AA7075,ASCATSSP2,10.571,0.085
drama-AA7075,ASCATSSP2,10.556,0.085
drama-AA7075,ASCATSSP2,10.542,0.085
drama-AA7075,ASCATSSP2,10.527,0.085
drama-AA7075,ASCATSSP2,10.513,0.085
drama-AA7075,ASCATSSP2,10.498,0.085
drama-AA7075,ASCATSSP2,10.484,0.085
drama-AA7075,ASCATSSP2,10.469,0.085
drama-AA7075,ASCATSSP2,10.455,0.085
drama-AA7075,ASCATSSP2,10.44,0.085
drama-AA7075,ASCATSSP2,10.426,0.085
drama-AA7075,ASCATSSP2,10.412,0.085
drama-AA7075,ASCATSSP2,10.397,0.085
drama-AA7075,ASCATSSP2,10.383,0.085
drama-AA7075,ASCATSSP2,10.368,0.085
drama-AA7075,ASCATSSP2,10.354,0.085
drama-AA7075,ASCATSSP2,10.34,0.085
drama-AA7075,ASCATSSP2,10.325,0.085
drama-AA7075,ASCATSSP2,10.311,0.085
drama-AA7075,ASCATSSP2,10.297,0.085
drama-AA7075,ASCATSSP2,10.282,0.085
drama-AA7075,ASCATSSP2,10.268,0.085
drama-AA7075,ASCATSSP2,10.254,0.085
drama-AA7075,ASCATSSP2,10.24,0.085
drama-AA7075,ASCATSSP2,10.225,0.085
drama-AA7075,ASCATSSP2,10.211,0.085
drama-AA7075,ASCATSSP2,10.197,0.085
drama-AA7075,ASCATSSP2,10.183,0.085
drama-AA7075,ASCATSSP2,10.168,0.085
drama-AA7075,ASCATSSP2,10.154,0.085
drama-AA7075,ASCATSSP2,10.14,0.085
drama-AA7075,ASCATSSP2,10.126,0.085
drama-AA7075,ASCATSSP2,10.112,0.085
drama-AA7075,ASCATSSP2,10.097,0.085
drama-AA7075,ASCATSSP2,10.083,0.085
drama-AA7075,STD2,87.844,4.73
drama-AA7075,STD2,87.838,4.73
drama-AA7075,STD2,87.81,4.73
drama-AA7075,STD2,87.748,4.73
drama-AA7075,STD2,87.686,4.73
drama-AA7075,STD2,87.624,4.73
drama-AA7075,STD2,87.561,4.73
drama-AA7075,STD2,87.499,4.73
drama-AA7075,STD2,87.436,4.73
drama-AA7075,STD2,87.373,4.73
drama-AA7075,STD2,87.309,4.73
drama-AA7075,STD2,87.246,4.73
drama-AA7075,STD2,87.182,4.73
drama-AA7075,STD2,87.119,4.73
drama-AA7075,STD2,87.054,4.73
drama-AA7075,STD2,86.99,4.73
drama-AA7075,STD2,86.925,4.73
drama-AA7075,STD2,86.86,4.73
drama-AA7075,STD2,86.795,4.73
drama-AA7075,STD2,86.73,4.73
drama-AA7075,STD2,86.664,4.73
drama-AA7075,STD2,86.598,4.73
drama-AA7075,STD2,86.531,4.73
drama-AA7075,STD2,86.464,4.73
drama-AA7075,STD2,86.397,4.73
drama-AA7075,STD2,86.33,4.73
drama-AA7075,STD2,86.262,4.73
drama-AA7075,STD2,86.193,4.73
drama-AA7075,STD2,86.124,4.73
drama-AA7075,STD2,86.055,4.73
drama-AA7075,STD2,85.986,4.73
drama-AA7075,STD2,85.915,4.73
drama-AA7075,STD2,85.845,4.73
drama-AA7075,STD2,85.774,4.73
drama-AA7075,STD2,85.702,4.73
drama-AA7075,STD2,85.63,4.73
drama-AA7075,STD2,85.558,4.73
drama-AA7075,STD2,85.485,4.73
drama-AA7075,STD2,85.411,4.73
drama-AA7075,STD2,85.337,4.73
drama-AA7075,STD2,85.262,4.73
drama-AA7075,STD2,85.187,4.73
drama-AA7075,STD2,85.111,4.73
drama-AA7075,STD2,85.034,4.648
drama-AA7075,STD2,84.957,4.48
drama-AA7075,STD2,84.88,4.311
drama-AA7075,STD2,84.801,4.142
drama-AA7075,STD2,84.722,3.972
drama-AA7075,STD2,84.642,3.802
drama-AA7075,STD2,84.562,3.631
drama-AA7075,STD2,84.481,3.459
drama-AA7075,STD2,84.399,3.287
drama-AA7075,STD2,84.316,3.114
drama-AA7075,STD2,84.233,2.942
drama-AA7075,STD2,84.148,2.768
drama-AA7075,STD2,84.064,2.595
drama-AA7075,STD2,83.978,2.421
drama-AA7075,STD2,83.891,2.247
drama-AA7075,STD2,83.804,2.074
drama-AA7075,STD2,83.716,1.9
drama-AA7075,STD2,83.627,1.727
drama-AA7075,STD2,83.537,1.554
drama-AA7075,STD2,83.446,1.382
drama-AA7075,STD2,83.354,1.211
drama-AA7075,STD2,83.261,1.041
drama-AA7075,STD2,83.168,0.873
drama-AA7075,STD2,83.073,0.707
drama-AA7075,STD2,82.978,0.545
drama-AA7075,STD2,82.882,0.387
drama-AA7075,STD2,82.785,0.235
drama-AA7075,STD2,82.688,0.095
drama-AA7075,STD2,82.592,0.0
drama-AA7075,L-SSPA2,70.563,2.5
drama-AA7075,L-SSPA2,70.549,2.5
drama-AA7075,L-SSPA2,70.486,2.5
drama-AA7075,L-SSPA2,70.345,2.5
drama-AA7075,L-SSPA2,70.203,2.5
drama-AA7075,L-SSPA2,70.06,2.5
drama-AA7075,L-SSPA2,69.916,2.5
drama-AA7075,L-SSPA2,69.771,2.5
drama-AA7075,L-SSPA2,69.626,2.5
drama-AA7075,L-SSPA2,69.479,2.5
drama-AA7075,L-SSPA2,69.332,2.5
drama-AA7075,L-SSPA2,69.183,2.5
drama-AA7075,L-SSPA2,69.033,2.5
drama-AA7075,L-SSPA2,68.882,2.5
drama-AA7075,L-SSPA2,68.73,2.5
drama-AA7075,L-SSPA2,68.576,2.5
drama-AA7075,L-SSPA2,68.421,2.5
drama-AA7075,L-SSPA2,68.265,2.5
drama-AA7075,L-SSPA2,68.107,2.5
drama-AA7075,L-SSPA2,67.948,2.5
drama-AA7075,L-SSPA2,67.787,2.5
drama-AA7075,L-SSPA2,67.625,2.5
drama-AA7075,L-SSPA2,67.461,2.5
drama-AA7075,L-SSPA2,67.295,2.354
drama-AA7075,L-SSPA2,67.128,2.191
drama-AA7075,L-SSPA2,66.959,2.029
drama-AA7075,L-SSPA2,66.788,1.869
drama-AA7075,L-SSPA2,66.616,1.711
drama-AA7075,L-SSPA2,66.442,1.555
drama-AA7075,L-SSPA2,66.266,1.402
drama-AA7075,L-SSPA2,66.09,1.252
drama-AA7075,L-SSPA2,65.912,1.106
drama-AA7075,L-SSPA2,65.733,0.964
drama-AA7075,L-SSPA2,65.552,0.828
drama-AA7075,L-SSPA2,65.372,0.697
drama-AA7075,L-SSPA2,65.19,0.575
drama-AA7075,L-SSPA2,65.01,0.461
drama-AA7075,L-SSPA2,64.83,0.357
drama-AA7075,L-SSPA2,64.652,0.265
drama-AA7075,L-SSPA2,64.477,0.187
drama-AA7075,L-SSPA2,64.308,0.125
drama-AA7075,L-SSPA2,64.148,0.081
drama-AA7075,L-SSPA2,64.033,0.058
drama-AA7075,L-SSPA2,63.942,0.046
drama-AA7075,L-SSPA2,63.852,0.038
drama-AA7075,L-SSPA2,63.77,0.035
drama-AA7075,L-SSPA2,63.696,0.034
drama-AA7075,L-SSPA2,63.628,0.034
drama-AA7075,L-SSPA2,63.555,0.034
drama-AA7075,L-SSPA2,63.477,0.034
drama-AA7075,L-SSPA2,63.392,0.034
drama-AA7075,L-SSPA2,63.308,0.034
drama-AA7075,L-SSPA2,63.224,0.034
drama-AA7075,L-SSPA2,63.139,0.034
drama-AA7075,L-SSPA2,63.052,0.034
drama-AA7075,L-SSPA2,62.963,0.034
drama-AA7075,L-SSPA2,62.872,0.034
drama-AA7075,L-SSPA2,62.778,0.034
drama-AA7075,L-SSPA2,62.681,0.034
drama-AA7075,L-SSPA2,62.582,0.034
drama-AA7075,L-SSPA2,62.479,0.034
drama-AA7075,L-SSPA2,62.372,0.034
drama-AA7075,L-SSPA2,62.263,0.034
drama-AA7075,L-SSPA2,62.15,0.034
drama-AA7075,L-SSPA2,62.034,0.034
drama-AA7075,L-SSPA2,61.914,0.034
drama-AA7075,L-SSPA2,61.791,0.034
drama-AA7075,L-SSPA2,61.664,0.034
drama-AA7075,L-SSPA2,61.534,0.034
drama-AA7075,L-SSPA2,61.4,0.034
drama-AA7075,L-SSPA2,61.264,0.034
