Time [s]	Altitude [km]	Latitude [deg]	Longitude [deg]	Velocity [m/s]	Temperature [K]	Mass [kg]	Convective Heat [W/m²]	Integrated Heat [J/m²]	Object	Material
2619.2	76.376	-9.912	-78.512	6.798	451.05	5.39	3.944	99105.534	a75549bb-2a65-47e2-b257-1605baf8266e	unknown
2620.2	76.251	-9.908	-78.451	6.783	474.285	5.39	3.944	99357.465	a75549bb-2a65-47e2-b257-1605baf8266e	unknown
2621.2	76.125	-9.905	-78.39	6.768	497.555	5.39	3.944	99606.172	a75549bb-2a65-47e2-b257-1605baf8266e	unknown
2622.2	75.998	-9.902	-78.329	6.752	520.856	5.39	3.944	99851.545	a75549bb-2a65-47e2-b257-1605baf8266e	unknown
2623.2	75.87	-9.899	-78.269	6.736	544.184	5.39	3.944	100093.356	a75549bb-2a65-47e2-b257-1605baf8266e	unknown
2624.2	75.74	-9.895	-78.208	6.72	567.532	5.39	3.944	100331.452	a75549bb-2a65-47e2-b257-1605baf8266e	unknown
2625.2	75.609	-9.892	-78.148	6.704	590.895	5.39	3.944	100565.752	a75549bb-2a65-47e2-b257-1605baf8266e	unknown
2626.2	75.477	-9.889	-78.087	6.688	614.267	5.39	3.944	100796.047	a75549bb-2a65-47e2-b257-1605baf8266e	unknown
2627.2	75.343	-9.886	-78.027	6.671	637.641	5.39	3.944	101022.036	a75549bb-2a65-47e2-b257-1605baf8266e	unknown
2628.2	75.209	-9.882	-77.967	6.654	646.0	4.086	2.968	101243.672	a75549bb-2a65-47e2-b257-1605baf8266e	unknown
2629.2	75.072	-9.879	-77.908	6.631	646.0	2.057	1.479	101226.712	a75549bb-2a65-47e2-b257-1605baf8266e	unknown
2630.2	74.935	-9.876	-77.848	6.585	646.0	0.05	0.035	100204.86	a75549bb-2a65-47e2-b257-1605baf8266e	unknown
2630.449	74.902	-9.875	-77.834	6.137	646.0	0.0	0.0	82533.852	a75549bb-2a65-47e2-b257-1605baf8266e	unknown
2676.2	70.563	-9.692	-74.775	6.896	300.0	10.0	11.066	498312.79	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2676.3	70.549	-9.691	-74.768	6.887	305.642	10.0	11.066	496954.038	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2676.75	70.486	-9.689	-74.741	6.846	330.645	10.0	11.066	490678.185	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2677.75	70.346	-9.685	-74.679	6.757	383.978	10.0	11.066	476492.806	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2678.75	70.206	-9.682	-74.619	6.668	434.154	10.0	11.066	461580.144	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2679.75	70.067	-9.678	-74.56	6.579	481.107	10.0	11.066	447005.172	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2680.75	69.927	-9.674	-74.501	6.492	522.912	10.0	11.066	432772.491	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2681.75	69.787	-9.67	-74.443	6.405	560.826	10.0	11.066	418886.068	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2682.75	69.647	-9.666	-74.386	6.318	599.105	10.0	11.066	405346.142	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2683.75	69.506	-9.662	-74.329	6.233	634.46	10.0	11.066	392153.865	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2684.75	69.365	-9.659	-74.274	6.148	666.433	10.0	11.066	379307.586	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2685.75	69.222	-9.655	-74.219	6.063	695.683	10.0	11.066	366804.815	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2686.75	69.079	-9.651	-74.165	5.98	722.962	10.0	11.066	354642.923	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2687.75	68.934	-9.648	-74.111	5.897	750.906	10.0	11.066	342816.671	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2688.75	68.788	-9.644	-74.058	5.814	780.374	10.0	11.066	331322.451	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2689.75	68.641	-9.641	-74.007	5.732	808.579	10.0	11.066	320153.685	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2690.75	68.492	-9.637	-73.955	5.651	835.227	10.0	11.066	309305.316	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2691.75	68.341	-9.634	-73.905	5.571	850.0	9.717	10.737	298770.215	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2692.75	68.188	-9.63	-73.855	5.489	850.0	9.059	9.976	288210.285	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2693.75	68.034	-9.627	-73.806	5.402	850.0	8.428	9.252	277102.27	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2694.75	67.878	-9.624	-73.758	5.309	850.0	7.827	8.566	265390.929	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2695.75	67.721	-9.62	-73.711	5.211	850.0	7.256	7.919	253097.04	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2696.75	67.562	-9.617	-73.665	5.107	850.0	6.718	7.312	240257.9	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2697.75	67.401	-9.614	-73.619	4.996	850.0	6.212	6.745	226927.556	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2698.75	67.239	-9.611	-73.575	4.88	850.0	5.742	6.219	213179.901	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2699.75	67.076	-9.608	-73.531	4.757	850.0	5.306	5.735	199110.242	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2700.75	66.912	-9.605	-73.489	4.628	850.0	4.906	5.293	184834.495	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2701.75	66.746	-9.602	-73.448	4.494	850.0	4.542	4.891	170489.565	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2702.75	66.58	-9.6	-73.409	4.354	850.0	4.213	4.53	156228.355	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2703.75	66.414	-9.597	-73.37	4.209	850.0	3.92	4.209	142213.769	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2704.75	66.246	-9.594	-73.333	4.061	850.0	3.66	3.925	128612.078	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2705.75	66.079	-9.592	-73.297	3.91	850.0	3.433	3.678	115581.978	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2706.75	65.911	-9.589	-73.263	3.758	850.0	3.237	3.465	103264.518	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2707.75	65.743	-9.587	-73.23	3.606	850.0	3.07	3.283	91775.425	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2708.75	65.576	-9.585	-73.198	3.455	850.0	2.929	3.13	81197.138	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2709.75	65.408	-9.583	-73.167	3.307	850.0	2.812	3.004	71576.033	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2710.75	65.24	-9.581	-73.138	3.163	850.0	2.717	2.901	62923.459	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2711.75	65.072	-9.579	-73.111	3.023	850.0	2.641	2.818	55219.155	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2712.75	64.903	-9.577	-73.084	2.888	850.0	2.582	2.755	48417.27	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2713.75	64.735	-9.575	-73.059	2.76	850.0	2.537	2.707	42454.069	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2714.75	64.566	-9.573	-73.035	2.638	850.0	2.506	2.673	37254.714	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2715.75	64.396	-9.572	-73.011	2.523	850.0	2.487	2.652	32739.487	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2716.75	64.226	-9.57	-72.989	2.414	850.0	2.476	2.641	28828.861	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2717.75	64.054	-9.568	-72.968	2.312	850.0	2.475	2.639	25446.951	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2718.75	63.882	-9.567	-72.948	2.216	849.186	2.475	2.639	22523.6	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2719.75	63.708	-9.566	-72.928	2.126	847.499	2.475	2.639	19990.355	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2720.75	63.533	-9.564	-72.91	2.041	845.088	2.475	2.639	17787.802	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2721.75	63.356	-9.563	-72.892	1.961	842.074	2.475	2.639	15866.472	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2722.75	63.177	-9.562	-72.874	1.885	838.561	2.475	2.639	14185.231	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2723.75	62.997	-9.561	-72.858	1.814	834.632	2.475	2.639	12709.699	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2724.75	62.815	-9.559	-72.842	1.746	830.358	2.475	2.639	11411.104	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2725.75	62.631	-9.558	-72.827	1.682	825.817	2.475	2.639	10265.179	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2726.75	62.444	-9.557	-72.812	1.621	821.076	2.475	2.639	9251.419	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2727.75	62.256	-9.556	-72.798	1.563	816.179	2.475	2.639	8352.424	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2728.75	62.066	-9.555	-72.784	1.507	811.166	2.475	2.639	7553.38	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2729.75	61.873	-9.554	-72.771	1.455	806.07	2.475	2.639	6841.633	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2730.75	61.678	-9.553	-72.758	1.405	800.92	2.475	2.639	6206.336	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2731.75	61.481	-9.552	-72.746	1.357	795.738	2.475	2.639	5638.166	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2732.75	61.282	-9.551	-72.734	1.311	790.544	2.475	2.639	5129.082	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2733.75	61.081	-9.551	-72.722	1.268	785.354	2.475	2.639	4672.13	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2734.75	60.877	-9.55	-72.711	1.226	780.183	2.475	2.639	4261.279	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2735.75	60.671	-9.549	-72.701	1.186	775.042	2.475	2.639	3891.283	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2736.75	60.463	-9.548	-72.69	1.148	769.94	2.475	2.639	3557.568	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2737.75	60.253	-9.548	-72.68	1.111	764.891	2.475	2.639	3256.142	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2738.75	60.04	-9.547	-72.671	1.076	759.904	2.475	2.639	2983.502	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2739.75	59.826	-9.546	-72.661	1.042	754.985	2.475	2.639	2736.575	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2740.75	59.609	-9.545	-72.652	1.009	750.135	2.475	2.639	2512.654	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2741.75	59.39	-9.545	-72.644	0.978	745.38	2.475	2.639	2309.349	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2742.75	59.168	-9.544	-72.635	0.948	740.733	2.475	2.639	2124.552	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2743.75	58.945	-9.544	-72.627	0.92	736.193	2.475	2.639	1956.39	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2744.75	58.72	-9.543	-72.619	0.892	731.756	2.475	2.639	1803.21	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2745.75	58.493	-9.542	-72.612	0.865	727.45	2.475	2.639	1663.537	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2746.75	58.263	-9.542	-72.604	0.84	723.339	2.475	2.639	1536.059	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2747.75	58.032	-9.541	-72.597	0.815	719.402	2.475	2.639	1419.604	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2748.75	57.799	-9.541	-72.59	0.791	715.624	2.475	2.639	1313.128	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2749.75	57.564	-9.54	-72.583	0.769	711.992	2.475	2.639	1215.695	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2750.75	57.327	-9.54	-72.577	0.747	708.472	2.475	2.639	1126.466	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2751.75	57.089	-9.539	-72.571	0.725	705.004	2.475	2.639	1044.688	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2752.75	56.848	-9.539	-72.565	0.705	701.59	2.475	2.639	969.684	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2753.75	56.607	-9.539	-72.559	0.685	698.227	2.475	2.639	900.844	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2754.75	56.363	-9.538	-72.553	0.666	694.917	2.475	2.639	837.62	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2755.75	56.118	-9.538	-72.548	0.648	691.658	2.475	2.639	779.514	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2756.75	55.871	-9.537	-72.542	0.631	688.446	2.475	2.639	726.081	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2757.75	55.623	-9.537	-72.537	0.614	685.273	2.475	2.639	676.911	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2758.75	55.374	-9.536	-72.532	0.597	682.139	2.475	2.639	631.641	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2759.75	55.124	-9.536	-72.527	0.582	679.044	2.475	2.639	589.934	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2760.75	54.872	-9.536	-72.523	0.567	675.988	2.475	2.639	551.491	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2761.75	54.619	-9.535	-72.518	0.552	672.971	2.475	2.639	516.033	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2762.75	54.364	-9.535	-72.514	0.538	669.992	2.475	2.639	483.309	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2763.75	54.109	-9.535	-72.51	0.524	667.048	2.475	2.639	453.091	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2764.75	53.853	-9.534	-72.506	0.511	664.139	2.475	2.639	425.17	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2765.75	53.596	-9.534	-72.502	0.499	661.264	2.475	2.639	399.355	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2766.75	53.338	-9.534	-72.498	0.487	658.424	2.475	2.639	375.473	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2767.75	53.079	-9.534	-72.494	0.475	655.617	2.475	2.639	353.367	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2768.75	52.82	-9.533	-72.491	0.464	652.845	2.475	2.639	332.891	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2769.75	52.56	-9.533	-72.487	0.453	650.105	2.475	2.639	313.914	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2770.75	52.299	-9.533	-72.484	0.443	647.397	2.475	2.639	296.315	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2771.75	52.038	-9.533	-72.481	0.433	644.721	2.475	2.639	279.984	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2772.75	51.777	-9.532	-72.478	0.423	642.075	2.475	2.639	264.82	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2773.75	51.515	-9.532	-72.475	0.414	639.461	2.475	2.639	250.73	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2774.75	51.253	-9.532	-72.472	0.405	636.876	2.475	2.639	237.775	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2775.75	50.991	-9.532	-72.469	0.397	634.32	2.475	2.639	225.821	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2776.75	50.729	-9.531	-72.467	0.388	631.793	2.475	2.639	214.627	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2777.75	50.467	-9.531	-72.464	0.38	629.295	2.475	2.639	204.138	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2778.75	50.205	-9.531	-72.462	0.372	626.824	2.475	2.639	194.303	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2779.75	49.943	-9.531	-72.459	0.365	624.381	2.475	2.639	185.065	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2780.75	49.682	-9.531	-72.457	0.358	621.966	2.475	2.639	176.398	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2781.75	49.421	-9.531	-72.455	0.351	619.577	2.475	2.639	168.263	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
2782.75	49.161	-9.53	-72.453	0.344	617.214	2.475	2.639	160.618	3f2c9faa-32b9-466a-bf55-717d32340370	unknown
