Time [s]	Altitude [km]	Latitude [deg]	Longitude [deg]	Mass [kg]	Group	Material
2805.684317829458	48.376333333333335	-9.528999999999998	-72.43600000000002	0.021999999999999995	0.022000kg_unknown	unknown
2803.260765363128	48.803	-9.528999999999998	-72.437	0.021999999999999995	0.022000kg_unknown	unknown
2800.905258652095	49.22966666666667	-9.528999999999998	-72.437	0.021999999999999995	0.022000kg_unknown	unknown
2798.6083262786597	49.656333333333336	-9.528999999999998	-72.437	0.021999999999999995	0.022000kg_unknown	unknown
2796.3728445595857	50.083	-9.528999999999998	-72.437	0.021999999999999995	0.022000kg_unknown	unknown
2794.189936026936	50.50966666666667	-9.528999999999998	-72.438	0.021999999999999995	0.022000kg_unknown	unknown
2792.0623399339934	50.93633333333334	-9.528999999999998	-72.438	0.021999999999999995	0.022000kg_unknown	unknown
2789.9785339805826	51.363	-9.528999999999998	-72.43899999999998	0.021999999999999995	0.022000kg_unknown	unknown
2787.939461295419	51.78966666666667	-9.52972353870458	-72.43899999999998	0.021999999999999995	0.022000kg_unknown	unknown
2785.9358682170537	52.21633333333334	-9.53	-72.44	0.021999999999999995	0.022000kg_unknown	unknown
2783.9689360730595	52.643	-9.53	-72.44069406392693	0.021999999999999995	0.022000kg_unknown	unknown
2782.033870870871	53.06966666666667	-9.53	-72.44162912912913	0.021999999999999995	0.022000kg_unknown	unknown
2780.126126843658	53.49633333333334	-9.53	-72.44253687315633	0.021999999999999995	0.022000kg_unknown	unknown
2778.241947368421	53.923	-9.53	-72.44342105263159	0.021999999999999995	0.022000kg_unknown	unknown
2776.378728715729	54.349666666666664	-9.53	-72.445	0.021999999999999995	0.022000kg_unknown	unknown
2774.5322528735633	54.77633333333334	-9.53	-72.44613074712642	0.021999999999999995	0.022000kg_unknown	unknown
2772.6973347639487	55.203	-9.53	-72.447	0.021999999999999995	0.022000kg_unknown	unknown
2770.8695527065533	55.629666666666665	-9.53	-72.44879344729344	0.021999999999999995	0.022000kg_unknown	unknown
2769.046190883191	56.056333333333335	-9.531	-72.45061680911681	0.021999999999999995	0.022000kg_unknown	unknown
2767.220939914163	56.483000000000004	-9.531	-72.45244206008584	0.021999999999999995	0.022000kg_unknown	unknown
2765.387386724387	56.909666666666666	-9.531	-72.45427561327561	0.021999999999999995	0.022000kg_unknown	unknown
2763.539811594203	57.336333333333336	-9.531	-72.4561231884058	0.021999999999999995	0.022000kg_unknown	unknown
2761.6761578947367	57.763000000000005	-9.531	-72.45897368421053	0.021999999999999995	0.022000kg_unknown	unknown
2759.7805595238096	58.18966666666667	-9.531	-72.4608824404762	0.021999999999999995	0.022000kg_unknown	unknown
2757.852393939394	58.61633333333334	-9.531999999999998	-72.46381060606062	0.021999999999999995	0.022000kg_unknown	unknown
2755.877953271028	59.043000000000006	-9.531999999999998	-72.46678504672899	0.021999999999999995	0.022000kg_unknown	unknown
2753.8424871794873	59.46966666666667	-9.531999999999998	-72.4698205128205	0.021999999999999995	0.022000kg_unknown	unknown
2751.7363333333337	59.89633333333333	-9.531999999999998	-72.47385333333334	0.021999999999999995	0.022000kg_unknown	unknown
2749.534657754011	60.323	-9.533	-72.47725668449198	0.021999999999999995	0.022000kg_unknown	unknown
2747.2041985018727	60.74966666666667	-9.533	-72.48191760299625	0.021999999999999995	0.022000kg_unknown	unknown
2744.714896207585	61.17633333333334	-9.533948103792413	-72.48689620758482	0.021999999999999995	0.022000kg_unknown	unknown
2741.996333333333	61.603	-9.534	-72.49333333333334	0.021999999999999995	0.022000kg_unknown	unknown
2738.9460256410257	62.02966666666667	-9.534999999999998	-72.50111794871795	0.021999999999999995	0.022000kg_unknown	unknown
2735.5316106442583	62.45633333333333	-9.534999999999998	-72.51042016806723	0.021999999999999995	0.022000kg_unknown	unknown
2731.7383333333332	62.883	-9.536266666666664	-72.52206666666667	0.021999999999999995	0.022000kg_unknown	unknown
2727.3999275362326	63.30966666666667	-9.53760507246377	-72.54102536231885	0.021999999999999995	0.022000kg_unknown	unknown
2722.3633333333332	63.736333333333334	-9.54	-72.57113333333335	0.021999999999999995	0.022000kg_unknown	unknown
2717.0798245614037	64.16300000000001	-9.543999999999999	-72.62796491228072	0.021999999999999995	0.022000kg_unknown	unknown
2713.4924242424245	64.58966666666666	-9.550772727272728	-72.71827272727273	0.054727272727271965	0.022000kg_unknown	unknown
2710.877450980392	65.01633333333334	-9.55849019607843	-72.82251960784312	0.17160784313725685	0.022000kg_unknown	unknown
2708.4392655367233	65.44300000000001	-9.566242937853106	-72.93522598870057	0.35403389830508925	0.022000kg_unknown	unknown
2706.034369114878	65.86966666666666	-9.57486252354049	-73.05549717514124	0.5785630885122375	0.022000kg_unknown	unknown
2703.6109523809523	66.29633333333334	-9.58355619047619	-73.18136952380952	0.8355733333333323	0.022000kg_unknown	unknown
2701.151162790698	66.72300000000001	-9.592796511627908	-73.31333720930233	1.117063953488379	0.022000kg_unknown	unknown
2698.638223552894	67.14966666666666	-9.602447105788423	-73.45214770459081	1.4177485029940076	0.022000kg_unknown	unknown
2696.0650406504064	67.57633333333334	-9.612739837398374	-73.59604268292684	1.7366199186991906	0.022000kg_unknown	unknown
2693.4187500000003	68.003	-9.623325	-73.74688125	1.8	0.022000kg_unknown	unknown
2690.706989247312	68.42966666666666	-9.633172043010752	-73.9025376344086	1.8	0.022000kg_unknown	unknown
2687.93082788671	68.85633333333334	-9.644276688453159	-74.06533115468409	1.8	0.022000kg_unknown	unknown
2685.0855704697988	69.283	-9.655657718120805	-74.23386577181209	1.8	0.022000kg_unknown	unknown
2682.17694063927	69.70966666666666	-9.667292237442922	-74.40838356164384	1.8	0.022000kg_unknown	unknown
2679.2162004662005	70.13633333333334	-9.679135198135198	-74.58856177156177	1.8	0.022000kg_unknown	unknown
2676.2000000000003	70.563	-9.692	-74.77499999999999	1.8	0.022000kg_unknown	unknown
3926.965	0.0	-9.365	-70.327	1.505	1.505000kg_unknown	unknown
3879.2315112665115	0.5955353535353535	-9.365	-70.327	1.505	1.505000kg_unknown	unknown
3833.9595609945613	1.191070707070707	-9.365	-70.327	1.505	1.505000kg_unknown	unknown
3790.5645670995673	1.7866060606060605	-9.365	-70.326	1.505	1.505000kg_unknown	unknown
3748.822239057239	2.382141414141414	-9.365	-70.325	1.505	1.505000kg_unknown	unknown
3708.786548821549	2.9776767676767673	-9.365	-70.324	1.505	1.505000kg_unknown	unknown
3670.2642424242426	3.573212121212121	-9.365	-70.323	1.505	1.505000kg_unknown	unknown
3633.230782828283	4.168747474747474	-9.365	-70.322	1.505	1.505000kg_unknown	unknown
3597.654245395128	4.764282828282828	-9.365	-70.32	1.505	1.505000kg_unknown	unknown
3563.44628342246	5.359818181818182	-9.365	-70.318	1.505	1.505000kg_unknown	unknown
3530.6306034024456	5.9553535353535345	-9.365	-70.316	1.505	1.505000kg_unknown	unknown
3499.170555555556	6.550888888888888	-9.365	-70.314	1.505	1.505000kg_unknown	unknown
3468.943787878788	7.146424242424242	-9.365	-70.312	1.505	1.505000kg_unknown	unknown
3439.9669240019243	7.741959595959595	-9.365	-70.31	1.505	1.505000kg_unknown	unknown
3412.1243204775024	8.337494949494948	-9.364	-70.307	1.505	1.505000kg_unknown	unknown
3385.3549868247696	8.933030303030302	-9.364	-70.305	1.505	1.505000kg_unknown	unknown
3359.636058410189	9.528565656565656	-9.364	-70.302	1.505	1.505000kg_unknown	unknown
3334.8409595959597	10.12410101010101	-9.364	-70.299	1.505	1.505000kg_unknown	unknown
3310.9405244755244	10.719636363636363	-9.364	-70.296	1.505	1.505000kg_unknown	unknown
3287.9216030677144	11.315171717171715	-9.364	-70.29395660306771	1.505	1.505000kg_unknown	unknown
3265.868318903319	11.910707070707069	-9.364	-70.291	1.505	1.505000kg_unknown	unknown
3244.706341991342	12.506242424242423	-9.364	-70.288	1.505	1.505000kg_unknown	unknown
3224.3724074074075	13.101777777777777	-9.364	-70.286	1.505	1.505000kg_unknown	unknown
3204.8581247963507	13.69731313131313	-9.364	-70.283	1.505	1.505000kg_unknown	unknown
3186.094734848485	14.292848484848484	-9.364	-70.281	1.505	1.505000kg_unknown	unknown
3168.071357694593	14.888383838383836	-9.364	-70.279	1.505	1.505000kg_unknown	unknown
3150.710165945166	15.48391919191919	-9.364	-70.277	1.505	1.505000kg_unknown	unknown
3134.0079292929295	16.079454545454542	-9.363	-70.275	1.505	1.505000kg_unknown	unknown
3117.938950026582	16.674989898989896	-9.363	-70.274	1.505	1.505000kg_unknown	unknown
3102.4899935249937	17.27052525252525	-9.363	-70.272	1.505	1.505000kg_unknown	unknown
3087.6220583887657	17.866060606060604	-9.363	-70.271	1.505	1.505000kg_unknown	unknown
3073.3317628667633	18.461595959595957	-9.363	-70.27	1.505	1.505000kg_unknown	unknown
3059.621106519743	19.05713131313131	-9.363	-70.269	1.505	1.505000kg_unknown	unknown
3046.4722463768117	19.652666666666665	-9.363	-70.26850724637681	1.505	1.505000kg_unknown	unknown
3033.856624579125	20.24820202020202	-9.363	-70.268	1.505	1.505000kg_unknown	unknown
3021.793678946326	20.843737373737373	-9.363	-70.267	1.505	1.505000kg_unknown	unknown
3010.2617409948543	21.439272727272726	-9.363	-70.267	1.505	1.505000kg_unknown	unknown
2999.259398530762	22.03480808080808	-9.363	-70.266	1.505	1.505000kg_unknown	unknown
2988.7521821664927	22.63034343434343	-9.363	-70.266	1.505	1.505000kg_unknown	unknown
2978.7210854446103	23.225878787878784	-9.363	-70.266	1.505	1.505000kg_unknown	unknown
2969.148902517236	23.821414141414138	-9.363	-70.265	1.505	1.505000kg_unknown	unknown
2960.026371288644	24.416949494949492	-9.363	-70.265	1.505	1.505000kg_unknown	unknown
2951.343787878788	25.012484848484846	-9.363	-70.265	1.505	1.505000kg_unknown	unknown
2943.0469150408194	25.6080202020202	-9.363	-70.265	1.505	1.505000kg_unknown	unknown
2935.1525901875902	26.203555555555553	-9.363	-70.264	1.505	1.505000kg_unknown	unknown
2927.6305443322112	26.799090909090907	-9.363	-70.264	1.505	1.505000kg_unknown	unknown
2920.4693457834155	27.39462626262626	-9.363	-70.264	1.505	1.505000kg_unknown	unknown
2913.6485773464988	27.990161616161615	-9.363	-70.264	1.505	1.505000kg_unknown	unknown
2907.149074790458	28.58569696969697	-9.363	-70.263	1.505	1.505000kg_unknown	unknown
2900.962676767677	29.18123232323232	-9.363	-70.263	1.505	1.505000kg_unknown	unknown
2895.0837604197313	29.776767676767673	-9.363	-70.263	1.505	1.505000kg_unknown	unknown
2889.49432999722	30.372303030303026	-9.363	-70.263	1.505	1.505000kg_unknown	unknown
2884.1769440014177	30.96783838383838	-9.363	-70.263	1.505	1.505000kg_unknown	unknown
2879.1354649803825	31.563373737373734	-9.363	-70.263	1.505	1.505000kg_unknown	unknown
2874.348522727273	32.158909090909084	-9.363	-70.263	1.505	1.505000kg_unknown	unknown
2869.8146732026144	32.75444444444444	-9.363	-70.263	1.505	1.505000kg_unknown	unknown
2865.5315748393023	33.34997979797979	-9.363	-70.263	1.505	1.505000kg_unknown	unknown
2861.4715221753963	33.945515151515146	-9.363	-70.263	1.505	1.505000kg_unknown	unknown
2857.6250597166636	34.5410505050505	-9.363	-70.263	1.505	1.505000kg_unknown	unknown
2853.9795430205672	35.13658585858585	-9.363	-70.263	1.505	1.505000kg_unknown	unknown
2850.5236372196546	35.73212121212121	-9.363	-70.264	1.505	1.505000kg_unknown	unknown
2847.237126672127	36.32765656565656	-9.363	-70.264	1.505	1.505000kg_unknown	unknown
2844.1039019730993	36.923191919191915	-9.363	-70.265	1.505	1.505000kg_unknown	unknown
2841.1141267353337	37.51872727272727	-9.363	-70.266	1.505	1.505000kg_unknown	unknown
2838.248115515343	38.11426262626262	-9.363	-70.267	1.505	1.505000kg_unknown	unknown
2835.488645546373	38.709797979797976	-9.364	-70.268	1.505	1.505000kg_unknown	unknown
2832.8275730994155	39.30533333333333	-9.364	-70.26913742690058	1.505	1.505000kg_unknown	unknown
2830.247612449279	39.900868686868684	-9.364	-70.27071738755072	1.505	1.505000kg_unknown	unknown
2827.735107716166	40.49640404040404	-9.364	-70.27222989228383	1.505	1.505000kg_unknown	unknown
2825.2808221559862	41.09193939393939	-9.364	-70.27468417784402	1.505	1.505000kg_unknown	unknown
2822.867101010101	41.687474747474745	-9.364	-70.2770978989899	1.505	1.505000kg_unknown	unknown
2820.4868721075295	42.2830101010101	-9.364478127892472	-70.27947812789247	1.505	1.505000kg_unknown	unknown
2818.1248993891486	42.87854545454545	-9.365	-70.28184010061085	1.505	1.505000kg_unknown	unknown
2815.7662666346	43.47408080808081	-9.365	-70.2841987333654	1.505	1.505000kg_unknown	unknown
2813.4007921847965	44.06961616161616	-9.365	-70.28756420781521	1.505	1.505000kg_unknown	unknown
2811.016600340757	44.66515151515151	-9.365948399659242	-70.29094839965924	1.505	1.505000kg_unknown	unknown
2808.591803009519	45.26068686868686	-9.366	-70.29474639398096	1.505	1.505000kg_unknown	unknown
2806.115326797386	45.856222222222215	-9.366	-70.29869934640523	1.505	1.505000kg_unknown	unknown
2803.553782562467	46.45175757575757	-9.366411217437534	-70.30382243487507	1.505	1.505000kg_unknown	unknown
2800.8899173765303	47.04729292929292	-9.367	-70.30915016524693	1.505	1.505000kg_unknown	unknown
2798.0769406626655	47.642828282828276	-9.367	-70.31477611867467	1.505	1.505000kg_unknown	unknown
2795.062572584484	48.23836363636363	-9.368	-70.32170728224655	1.505	1.505000kg_unknown	unknown
2791.7835284664834	48.833898989898984	-9.369	-70.32903294306703	1.505	1.505000kg_unknown	unknown
2788.3268568033277	49.42943434343434	-9.369	-70.33891942959002	1.505	1.505000kg_unknown	unknown
2784.7039149256543	50.02496969696969	-9.370596085074347	-70.35078825522304	1.505	1.505000kg_unknown	unknown
2780.8953615098353	50.620505050505045	-9.372	-70.36561855396066	1.505	1.505000kg_unknown	unknown
2776.902462986025	51.2160404040404	-9.373	-70.38498768506987	1.505	1.505000kg_unknown	unknown
2772.7890572390575	51.81157575757575	-9.375510942760943	-70.4095765993266	1.505	1.505000kg_unknown	unknown
2768.72310522443	52.40711111111111	-9.37757689477557	-70.44276894775571	1.505	1.505000kg_unknown	unknown
2765.030810934201	53.00264646464646	-9.381269189065799	-70.48476864692118	1.578918906579922	1.505000kg_unknown	unknown
2761.9211396259243	53.598181818181814	-9.385378860374075	-70.53519834710744	2.276879077859932	1.505000kg_unknown	unknown
2759.2012296881862	54.19371717171717	-9.390197540623628	-70.59327171717172	3.9645600790513695	1.505000kg_unknown	unknown
2756.6436062755215	54.78925252525252	-9.395312787448958	-70.65606623683645	6.7214305179454055	1.505000kg_unknown	unknown
2754.1120691897518	55.384787878787876	-9.400375861620496	-70.72526206268695	9.28	1.505000kg_unknown	unknown
2751.5572274468827	55.98032323232323	-9.406485545106234	-70.80028317659352	9.28	1.505000kg_unknown	unknown
2748.9845948664133	56.57585858585858	-9.412946215400762	-70.88140836940836	9.28	1.505000kg_unknown	unknown
2746.4065197428836	57.17139393939394	-9.41968044077135	-70.96927180899908	9.28	1.505000kg_unknown	unknown
2743.8304771856497	57.766929292929284	-9.42740856844305	-71.06484186694532	9.28	1.505000kg_unknown	unknown
2741.272490866108	58.36246464646464	-9.435082527401677	-71.16615538362348	9.28	1.505000kg_unknown	unknown
2738.75	58.958	-9.443	-71.274	9.28	1.505000kg_unknown	unknown
3817.745	10.083	-9.545	-72.698	0.085	0.085000kg_unknown	unknown
3775.322922077922	10.693909090909091	-9.545	-72.693	0.085	0.085000kg_unknown	unknown
3734.357121212121	11.304818181818183	-9.545	-72.688	0.085	0.085000kg_unknown	unknown
3694.8870454545454	11.915727272727274	-9.545	-72.683	0.085	0.085000kg_unknown	unknown
3656.884037433155	12.526636363636364	-9.545	-72.67813903743316	0.085	0.085000kg_unknown	unknown
3620.124679144385	13.137545454545455	-9.545	-72.674	0.085	0.085000kg_unknown	unknown
3584.6594385026738	13.748454545454546	-9.544	-72.67	0.085	0.085000kg_unknown	unknown
3550.2803535353537	14.359363636363636	-9.544	-72.66553535353536	0.085	0.085000kg_unknown	unknown
3516.9520707070706	14.970272727272729	-9.544	-72.662	0.085	0.085000kg_unknown	unknown
3484.630167464115	15.581181818181818	-9.544	-72.658	0.085	0.085000kg_unknown	unknown
3453.2665311004785	16.192090909090908	-9.544	-72.655	0.085	0.085000kg_unknown	unknown
3422.7949999999996	16.803	-9.544	-72.652	0.085	0.085000kg_unknown	unknown
3393.273138528138	17.413909090909094	-9.544	-72.649	0.085	0.085000kg_unknown	unknown
3364.616900826446	18.024818181818183	-9.544	-72.647	0.085	0.085000kg_unknown	unknown
3336.8937603305785	18.635727272727273	-9.543	-72.645	0.085	0.085000kg_unknown	unknown
3310.1086363636364	19.246636363636362	-9.543	-72.643	0.085	0.085000kg_unknown	unknown
3284.2222727272724	19.857545454545455	-9.543	-72.642	0.085	0.085000kg_unknown	unknown
3259.326818181818	20.46845454545455	-9.543	-72.64	0.085	0.085000kg_unknown	unknown
3235.4352356902355	21.079363636363638	-9.543	-72.639	0.085	0.085000kg_unknown	unknown
3212.520974025974	21.690272727272728	-9.543	-72.638	0.085	0.085000kg_unknown	unknown
3190.595649350649	22.301181818181817	-9.543	-72.637	0.085	0.085000kg_unknown	unknown
3169.6086363636364	22.91209090909091	-9.543	-72.637	0.085	0.085000kg_unknown	unknown
3149.551451612903	23.523000000000003	-9.543	-72.636	0.085	0.085000kg_unknown	unknown
3130.404090909091	24.133909090909093	-9.543	-72.635	0.085	0.085000kg_unknown	unknown
3112.121623376623	24.744818181818182	-9.543	-72.635	0.085	0.085000kg_unknown	unknown
3094.6692424242424	25.355727272727272	-9.543	-72.634	0.085	0.085000kg_unknown	unknown
3078.025098280098	25.966636363636365	-9.543	-72.634	0.085	0.085000kg_unknown	unknown
3062.14127039627	26.577545454545458	-9.543	-72.633	0.085	0.085000kg_unknown	unknown
3047.0022062084254	27.188454545454547	-9.543	-72.633	0.085	0.085000kg_unknown	unknown
3032.554917355372	27.799363636363637	-9.543	-72.632	0.085	0.085000kg_unknown	unknown
3018.7833838383835	28.410272727272726	-9.543	-72.632	0.085	0.085000kg_unknown	unknown
3005.6370454545454	29.021181818181823	-9.543	-72.63189204545455	0.085	0.085000kg_unknown	unknown
2993.123181818182	29.632090909090913	-9.543	-72.631	0.085	0.085000kg_unknown	unknown
2981.1680769230766	30.243000000000002	-9.543	-72.631	0.085	0.085000kg_unknown	unknown
2969.7652020202017	30.85390909090909	-9.543	-72.63	0.085	0.085000kg_unknown	unknown
2958.9033072100315	31.46481818181818	-9.543	-72.63	0.085	0.085000kg_unknown	unknown
2948.5363561847985	32.07572727272728	-9.543	-72.6297913561848	0.085	0.085000kg_unknown	unknown
2938.672556818182	32.68663636363637	-9.543	-72.629	0.085	0.085000kg_unknown	unknown
2929.2890976933513	33.29754545454546	-9.543	-72.629	0.085	0.085000kg_unknown	unknown
2920.352792207792	33.908454545454546	-9.543	-72.628	0.085	0.085000kg_unknown	unknown
2911.835909090909	34.519363636363636	-9.543	-72.628	0.085	0.085000kg_unknown	unknown
2903.7415034965034	35.13027272727273	-9.543	-72.628	0.085	0.085000kg_unknown	unknown
2896.0354656319287	35.74118181818182	-9.543	-72.627	0.085	0.085000kg_unknown	unknown
2888.685803382664	36.35209090909091	-9.543	-72.627	0.085	0.085000kg_unknown	unknown
2881.7005555555556	36.963	-9.543	-72.627	0.085	0.085000kg_unknown	unknown
2875.043839458414	37.57390909090909	-9.543	-72.626	0.085	0.085000kg_unknown	unknown
2868.6963314967857	38.18481818181819	-9.543	-72.626	0.085	0.085000kg_unknown	unknown
2862.661083916084	38.79572727272728	-9.543	-72.626	0.085	0.085000kg_unknown	unknown
2856.9134737281065	39.406636363636366	-9.543	-72.625	0.085	0.085000kg_unknown	unknown
2851.435909090909	40.017545454545456	-9.543	-72.625	0.085	0.085000kg_unknown	unknown
2846.2245454545455	40.628454545454545	-9.543	-72.625	0.085	0.085000kg_unknown	unknown
2841.2659235209235	41.23936363636364	-9.543	-72.625	0.085	0.085000kg_unknown	unknown
2836.5474606971975	41.85027272727273	-9.543	-72.624	0.085	0.085000kg_unknown	unknown
2832.057987012987	42.46118181818182	-9.543	-72.624	0.085	0.085000kg_unknown	unknown
2827.7854732254045	43.07209090909091	-9.543	-72.624	0.085	0.085000kg_unknown	unknown
2823.7256451612902	43.683	-9.543	-72.624	0.085	0.085000kg_unknown	unknown
2819.863577075099	44.29390909090909	-9.543	-72.624	0.085	0.085000kg_unknown	unknown
2816.1872459893048	44.904818181818186	-9.543	-72.624	0.085	0.085000kg_unknown	unknown
2812.679848484848	45.515727272727275	-9.543	-72.624	0.085	0.085000kg_unknown	unknown
2809.335179873602	46.126636363636365	-9.543	-72.62440982012639	0.085	0.085000kg_unknown	unknown
2806.133940955951	46.737545454545455	-9.543	-72.625	0.085	0.085000kg_unknown	unknown
2803.064531953195	47.348454545454544	-9.543	-72.625	0.085	0.085000kg_unknown	unknown
2800.114696969697	47.95936363636364	-9.543	-72.626	0.085	0.085000kg_unknown	unknown
2797.2734350352844	48.57027272727273	-9.543	-72.627	0.085	0.085000kg_unknown	unknown
2794.5239347216657	49.18118181818182	-9.543	-72.62722106527833	0.085	0.085000kg_unknown	unknown
2791.861489571035	49.79209090909091	-9.543	-72.62888351042896	0.085	0.085000kg_unknown	unknown
2789.276380753138	50.403	-9.543	-72.63	0.085	0.085000kg_unknown	unknown
2786.753569299553	51.013909090909095	-9.543	-72.631	0.085	0.085000kg_unknown	unknown
2784.285727272727	51.624818181818185	-9.544	-72.63245927272727	0.085	0.085000kg_unknown	unknown
2781.8567499101687	52.235727272727274	-9.544	-72.634	0.085	0.085000kg_unknown	unknown
2779.4662592854615	52.846636363636364	-9.544	-72.63627874071453	0.085	0.085000kg_unknown	unknown
2777.101967356967	53.45754545454545	-9.544	-72.63864303264303	0.085	0.085000kg_unknown	unknown
2774.750944055944	54.06845454545455	-9.544	-72.63999405594406	0.085	0.085000kg_unknown	unknown
2772.4051398601396	54.67936363636364	-9.54433986013986	-72.64333986013986	0.085	0.085000kg_unknown	unknown
2770.055489510489	55.29027272727273	-9.545	-72.6456895104895	0.085	0.085000kg_unknown	unknown
2767.6856960227274	55.90118181818182	-9.545	-72.64905930397727	0.085	0.085000kg_unknown	unknown
2765.2861426518143	56.51209090909091	-9.545	-72.65191771469637	0.085	0.085000kg_unknown	unknown
2762.841774193548	57.123000000000005	-9.545903225806452	-72.6558064516129	0.085	0.085000kg_unknown	unknown
2760.3269703309243	57.733909090909094	-9.546	-72.65983605933816	0.085	0.085000kg_unknown	unknown
2757.7238676236043	58.344818181818184	-9.546	-72.6640422647528	0.085	0.085000kg_unknown	unknown
2754.9973868825236	58.95572727272727	-9.546747613117477	-72.66949522623496	0.085	0.085000kg_unknown	unknown
2752.102871396896	59.56663636363636	-9.547	-72.67528425720621	0.085	0.085000kg_unknown	unknown
2748.9802092352093	60.17754545454546	-9.547764790764791	-72.68152958152959	0.085	0.085000kg_unknown	unknown
2745.58723553719	60.78845454545455	-9.548	-72.68971229338844	0.085	0.085000kg_unknown	unknown
2742.0033436807093	61.39936363636364	-9.549	-72.69946396895787	0.085	0.085000kg_unknown	unknown
2738.1691436950146	62.01027272727273	-9.55	-72.71096656891496	0.085	0.085000kg_unknown	unknown
2734.0045085639	62.62118181818182	-9.551	-72.7266139657444	0.085	0.085000kg_unknown	unknown
2729.3812727272725	63.232090909090914	-9.552776727272727	-72.74788363636364	0.085	0.085000kg_unknown	unknown
2724.139481481481	63.843	-9.555	-72.77812962962963	0.085	0.085000kg_unknown	unknown
2718.1383186504218	64.4539090909091	-9.559	-72.82921649484535	0.085	0.085000kg_unknown	unknown
2712.081819947043	65.06481818181818	-9.565338040600176	-72.92176081200354	0.08836628420123575	0.085000kg_unknown	unknown
2707.63221841052	65.67572727272727	-9.575235563178959	-73.0577112635792	0.25460034305317447	0.085000kg_unknown	unknown
2703.9188311688313	66.28663636363638	-9.586493506493506	-73.21806493506494	0.7091688311688431	0.085000kg_unknown	unknown
2700.2916439847577	66.89754545454547	-9.59883342406097	-73.39637615677736	1.376421339139917	0.085000kg_unknown	unknown
2696.605218855219	67.50845454545455	-9.612434343434344	-73.58981818181817	2.1901683501683635	0.085000kg_unknown	unknown
2692.792002301496	68.11936363636364	-9.626831990794017	-73.79864787111623	3.118499424626012	0.085000kg_unknown	unknown
2688.8397207367793	68.73027272727273	-9.641641117052881	-74.02088591800356	3.2	0.085000kg_unknown	unknown
2684.7351576994433	69.34118181818182	-9.658059369202226	-74.25887569573284	3.2	0.085000kg_unknown	unknown
2680.516965428937	69.95209090909091	-9.67393213828425	-74.51021510883483	3.2	0.085000kg_unknown	unknown
2676.2	70.563	-9.692	-74.775	3.2	0.085000kg_unknown	unknown
3396.6029999999996	0.0	-9.671999999999999	-74.533	0.209	0.209000kg_unknown	unknown
3356.806776899429	0.8873131313131313	-9.671999999999999	-74.533	0.209	0.209000kg_unknown	unknown
3319.6185723905724	1.7746262626262626	-9.671999999999999	-74.533	0.209	0.209000kg_unknown	unknown
3284.3361002331003	2.661939393939394	-9.671999999999999	-74.532	0.209	0.209000kg_unknown	unknown
3250.8796955266957	3.549252525252525	-9.671999999999999	-74.531	0.209	0.209000kg_unknown	unknown
3219.1352187391153	4.436565656565657	-9.671999999999999	-74.52953221873912	0.209	0.209000kg_unknown	unknown
3189.040373737374	5.323878787878788	-9.671999999999999	-74.528	0.209	0.209000kg_unknown	unknown
3160.597002525253	6.2111919191919185	-9.671999999999999	-74.526	0.209	0.209000kg_unknown	unknown
3133.7057926322045	7.09850505050505	-9.671999999999999	-74.524	0.209	0.209000kg_unknown	unknown
3108.302494949495	7.985818181818182	-9.671999999999999	-74.522	0.209	0.209000kg_unknown	unknown
3084.283754917597	8.873131313131314	-9.671999999999999	-74.52	0.209	0.209000kg_unknown	unknown
3061.5918888888887	9.760444444444444	-9.671999999999999	-74.517	0.209	0.209000kg_unknown	unknown
3040.1202656800565	10.647757575757575	-9.671999999999999	-74.515	0.209	0.209000kg_unknown	unknown
3019.868095398429	11.535070707070707	-9.671999999999999	-74.51226509539843	0.209	0.209000kg_unknown	unknown
3000.92169717584	12.422383838383837	-9.671999999999999	-74.51	0.209	0.209000kg_unknown	unknown
2983.1857505827506	13.309696969696969	-9.671	-74.508	0.209	0.209000kg_unknown	unknown
2966.566452708907	14.1970101010101	-9.671	-74.50599999999999	0.209	0.209000kg_unknown	unknown
2950.9873519945218	15.084323232323232	-9.671	-74.504	0.209	0.209000kg_unknown	unknown
2936.38654978355	15.971636363636364	-9.671	-74.503	0.209	0.209000kg_unknown	unknown
2922.708231418664	16.858949494949496	-9.671	-74.50099999999999	0.209	0.209000kg_unknown	unknown
2909.8809911793996	17.746262626262627	-9.671	-74.5	0.209	0.209000kg_unknown	unknown
2897.884897926635	18.633575757575755	-9.671	-74.49928189792662	0.209	0.209000kg_unknown	unknown
2886.6775257452578	19.520888888888887	-9.671	-74.49900000000001	0.209	0.209000kg_unknown	unknown
2876.225704315886	20.40820202020202	-9.671	-74.498	0.209	0.209000kg_unknown	unknown
2866.5133668261565	21.29551515151515	-9.671	-74.498	0.209	0.209000kg_unknown	unknown
2857.5066442859975	22.182828282828282	-9.671	-74.498	0.209	0.209000kg_unknown	unknown
2849.1562598714413	23.070141414141414	-9.671	-74.497	0.209	0.209000kg_unknown	unknown
2841.4325454545456	23.957454545454546	-9.671	-74.497	0.209	0.209000kg_unknown	unknown
2834.3047871017875	24.844767676767674	-9.671	-74.497	0.209	0.209000kg_unknown	unknown
2827.730994227994	25.732080808080806	-9.671	-74.497	0.209	0.209000kg_unknown	unknown
2821.6793556618827	26.619393939393937	-9.671	-74.498	0.209	0.209000kg_unknown	unknown
