Time [s],ORSAT Altitude [km],SCARAB Altitude [km],Present Altitude [km]
591.9597989949748,114.08040201005025,112.60050251256281,108.1608040201005
611.0552763819095,113.8894472361809,112.36180904522612,107.77889447236181
630.1507537688442,113.69849246231156,112.12311557788945,107.39698492462311
649.2462311557788,113.50753768844221,111.88442211055276,107.01507537688443
668.3417085427135,113.31658291457286,111.64572864321607,106.63316582914572
687.4371859296482,113.12562814070351,111.4070351758794,106.25125628140704
706.5326633165829,112.93467336683418,111.16834170854271,105.86934673366834
725.6281407035175,112.74371859296483,110.92964824120602,105.48743718592965
744.7236180904522,112.55276381909547,110.69095477386935,105.10552763819095
763.8190954773869,112.36180904522612,110.45226130653266,104.72361809045226
782.9145728643215,112.17085427135679,110.21356783919597,104.34170854271358
802.0100502512562,111.97989949748744,109.9748743718593,103.95979899497488
821.1055276381909,111.78894472361809,109.73618090452261,103.57788944723617
840.2010050251256,111.59798994974875,109.49748743718592,103.19597989949749
859.2964824120602,111.4070351758794,109.25879396984925,102.8140703517588
878.3919597989949,111.21608040201005,109.02010050251256,102.4321608040201
897.4874371859296,111.0251256281407,108.78140703517587,102.05025125628141
916.5829145728642,110.83417085427136,108.5427135678392,101.66834170854271
935.6783919597989,110.64321608040201,108.30402010050251,101.28643216080403
954.7738693467336,110.45226130653266,108.06532663316582,100.90452261306532
973.8693467336683,110.26130653266331,107.82663316582915,100.52261306532664
992.9648241206029,110.07035175879398,107.58793969849246,100.14070351758794
1012.0603015075376,109.87939698492463,107.34924623115577,99.75879396984925
1031.1557788944722,109.68844221105527,107.1105527638191,99.37688442211055
1050.251256281407,109.49748743718592,106.87185929648241,98.99497487437186
1069.3467336683416,109.30653266331659,106.63316582914572,98.61306532663318
1088.4422110552762,109.11557788944724,106.39447236180905,98.23115577889448
1107.537688442211,108.92462311557789,106.15577889447236,97.84924623115577
1126.6331658291456,108.73366834170855,105.91708542713567,97.46733668341709
1145.7286432160804,108.5427135678392,105.678391959799,97.08542713567839
1164.824120603015,108.35175879396985,105.43969849246231,96.7035175879397
1183.9195979899496,108.1608040201005,105.20100502512562,96.32160804020101
1203.0150753768844,107.96984924623115,104.96231155778895,95.93969849246231
1222.110552763819,107.77889447236181,104.72361809045226,95.55778894472363
1241.2060301507536,107.58793969849246,104.48492462311557,95.17587939698493
1260.3015075376884,107.39698492462311,104.2462311557789,94.79396984924622
1279.396984924623,107.20603015075378,104.00753768844221,94.41206030150754
1298.4924623115576,107.01507537688443,103.76884422110552,94.03015075376885
1317.5879396984924,106.82412060301507,103.53015075376885,93.64824120603015
1336.683417085427,106.63316582914572,103.29145728643216,93.26633165829146
1355.7788944723618,106.44221105527637,103.05276381909547,92.88442211055276
1374.8743718592964,106.25125628140704,102.8140703517588,92.50251256281408
1393.969849246231,106.06030150753769,102.57537688442211,92.12060301507537
1413.0653266331658,105.86934673366834,102.33668341708542,91.73869346733669
1432.1608040201004,105.678391959799,102.09798994974875,91.35678391959799
1451.256281407035,105.48743718592965,101.85929648241206,90.9748743718593
1470.3517587939698,105.2964824120603,101.62060301507537,90.5929648241206
1489.4472361809044,105.10552763819095,101.3819095477387,90.21105527638191
1508.542713567839,104.91457286432161,101.14321608040201,89.82914572864323
1527.6381909547738,104.72361809045226,100.90452261306532,89.44723618090453
1546.7336683417084,104.53266331658291,100.66582914572865,89.06532663316582
1565.829145728643,104.34170854271358,100.42713567839196,88.68341708542714
1584.9246231155778,104.15075376884423,100.18844221105527,88.30150753768845
1604.0201005025124,103.95979899497488,99.9497487437186,87.91959798994975
1623.1155778894472,103.76884422110552,99.71105527638191,87.53768844221105
1642.2110552763818,103.57788944723617,99.47236180904522,87.15577889447236
1661.3065326633164,103.38693467336684,99.23366834170855,86.77386934673368
1680.4020100502512,103.19597989949749,98.99497487437186,86.39195979899498
1699.4974874371858,103.00502512562814,98.75628140703517,86.01005025125627
1718.5929648241204,102.8140703517588,98.5175879396985,85.6281407035176
1737.6884422110552,102.62311557788945,98.27889447236181,85.2462311557789
1756.7839195979898,102.4321608040201,98.04020100502512,84.8643216080402
1775.8793969849244,102.24120603015075,97.80150753768845,84.48241206030151
1794.9748743718592,102.05025125628141,97.56281407035176,84.10050251256283
1814.0703517587938,101.85929648241206,97.32412060301507,83.71859296482413
1833.1658291457284,101.66834170854271,97.0854271356784,83.33668341708542
1852.2613065326632,101.47738693467338,96.84673366834171,82.95477386934674
1871.3567839195978,101.28643216080403,96.60804020100502,82.57286432160805
1890.4522613065326,101.09547738693468,96.36934673366835,82.19095477386935
1909.5477386934672,100.90452261306532,96.13065326633166,81.80904522613065
1928.6432160804018,100.71356783919597,95.89195979899498,81.42713567839196
1947.7386934673366,100.52261306532664,95.6532663316583,81.04522613065328
1966.8341708542712,100.33165829145729,95.41457286432161,80.66331658291458
1985.9296482412058,100.14070351758794,95.17587939698493,80.28140703517587
2005.0251256281406,99.9497487437186,94.93718592964825,79.89949748743719
2024.1206030150752,99.75879396984925,94.69849246231156,79.5175879396985
2043.2160804020098,99.5678391959799,94.45979899497488,79.1356783919598
2062.3115577889444,99.37688442211055,94.2211055276382,78.75376884422111
2081.407035175879,99.18592964824121,93.98241206030151,78.37185929648243
2100.502512562814,98.99497487437186,93.74371859296483,77.98994974874373
2119.5979899497484,98.80402010050251,93.50502512562815,77.60804020100502
2138.693467336683,98.61306532663318,93.26633165829146,77.22613065326634
2157.788944723618,98.42211055276383,93.02763819095478,76.84422110552764
2176.8844221105524,98.23115577889448,92.7889447236181,76.46231155778895
2195.979899497487,98.04020100502512,92.55025125628141,76.08040201005025
2215.075376884422,97.84924623115577,92.31155778894473,75.69849246231156
2234.170854271357,97.65829145728642,92.07286432160804,75.31658291457286
2253.266331658291,97.46733668341709,91.83417085427136,74.93467336683418
2272.361809045226,97.27638190954774,91.59547738693468,74.55276381909547
2291.457286432161,97.08542713567839,91.35678391959799,74.17085427135677
2310.552763819095,96.89447236180905,91.11809045226131,73.7889447236181
2329.64824120603,96.7035175879397,90.87939698492463,73.4070351758794
2348.743718592965,96.51256281407035,90.64070351758794,73.0251256281407
2367.839195979899,96.32160804020101,90.40201005025126,72.64321608040203
2386.934673366834,96.13065326633166,90.16331658291458,72.26130653266333
2406.030150753769,95.93969849246231,89.92462311557789,71.87939698492463
2425.125628140703,95.74874371859298,89.68592964824121,71.49748743718594
2444.221105527638,95.55778894472363,89.44723618090453,71.11557788944724
2463.316582914573,95.36683417085428,89.20854271356784,70.73366834170855
2482.412060301507,95.17587939698493,88.96984924623116,70.35175879396985
2501.507537688442,94.98492462311557,88.73115577889448,69.96984924623116
2520.603015075377,94.79396984924622,88.49246231155779,69.58793969849246
2539.698492462311,94.60301507537689,88.25376884422111,69.20603015075378
2558.793969849246,94.41206030150754,88.01507537688443,68.82412060301507
2577.889447236181,94.22110552763819,87.77638190954774,68.44221105527637
2596.984924623115,94.03015075376885,87.53768844221106,68.0603015075377
2616.08040201005,93.8391959798995,87.29899497487438,67.678391959799
2635.175879396985,93.64824120603015,87.06030150753769,67.2964824120603
2654.271356783919,93.45728643216081,86.82160804020101,66.91457286432163
2673.366834170854,93.26633165829146,86.58291457286433,66.53266331658293
2692.462311557789,93.07537688442211,86.34422110552764,66.15075376884423
2711.5577889447236,92.88442211055276,86.10552763819095,65.76884422110552
2730.653266331658,92.69346733668343,85.86683417085428,65.38693467336684
2749.748743718593,92.50251256281408,85.62814070351759,65.00502512562815
2768.8442211055276,92.31155778894473,85.3894472361809,64.62311557788945
2787.939698492462,92.12060301507537,85.15075376884423,64.24120603015076
2807.035175879397,91.92964824120602,84.91206030150754,63.85929648241206
2826.1306532663316,91.73869346733669,84.67336683417085,63.47738693467337
2845.226130653266,91.54773869346734,84.43467336683418,63.09547738693468
2864.3216080402008,91.35678391959799,84.19597989949749,62.71356783919598
2883.4170854271356,91.16582914572865,83.9572864321608,62.33165829145729
2902.51256281407,90.9748743718593,83.71859296482413,61.9497487437186
2921.6080402010048,90.78391959798995,83.47989949748744,61.56783919597991
2940.7035175879396,90.5929648241206,83.24120603015075,61.185929648241206
2959.798994974874,90.40201005025126,83.00251256281408,60.80402010050252
2978.8944723618088,90.21105527638191,82.76381909547739,60.422110552763826
2997.9899497487436,90.02010050251256,82.5251256281407,60.040201005025125
3017.085427135678,89.82914572864323,82.28643216080403,59.65829145728644
3036.1809045226128,89.63819095477388,82.04773869346734,59.276381909547744
3055.2763819095476,89.44723618090453,81.80904522613065,58.89447236180905
3074.371859296482,89.25628140703517,81.57035175879398,58.512562814070364
3093.4673366834168,89.06532663316582,81.33165829145729,58.13065326633166
3112.5628140703516,88.87437185929649,81.0929648241206,57.74874371859297
3131.658291457286,88.68341708542714,80.85427135678393,57.36683417085428
3150.7537688442208,88.49246231155779,80.61557788944724,56.98492462311558
3169.8492462311556,88.30150753768845,80.37688442211055,56.60301507537689
3188.9447236180904,88.1105527638191,80.13819095477388,56.221105527638194
3208.0402010050248,87.91959798994975,79.89949748743719,55.8391959798995
3227.1356783919596,87.7286432160804,79.6608040201005,55.457286432160814
3246.2311557788944,87.53768844221105,79.42211055276383,55.07537688442211
3265.3266331658288,87.34673366834171,79.18341708542714,54.693467336683426
3284.4221105527636,87.15577889447236,78.94472361809045,54.311557788944725
3303.5175879396984,86.96482412060303,78.70603015075378,53.92964824120604
3322.6130653266327,86.77386934673368,78.46733668341709,53.54773869346735
3341.7085427135676,86.58291457286433,78.2286432160804,53.16582914572865
3360.8040201005024,86.39195979899498,77.98994974874373,52.78391959798995
3379.8994974874367,86.20100502512562,77.75125628140704,52.40201005025126
3398.9949748743716,86.01005025125627,77.51256281407035,52.02010050251256
3418.0904522613064,85.81909547738694,77.27386934673368,51.638190954773876
3437.1859296482407,85.6281407035176,77.03517587939699,51.25628140703519
3456.2814070351756,85.43718592964825,76.7964824120603,50.87437185929649
3475.3768844221104,85.2462311557789,76.55778894472363,50.49246231155779
3494.4723618090447,85.05527638190955,76.31909547738694,50.1105527638191
3513.5678391959796,84.8643216080402,76.08040201005025,49.728643216080414
3532.6633165829144,84.67336683417085,75.84170854271358,49.34673366834171
3551.7587939698487,84.48241206030151,75.60301507537689,48.964824120603026
3570.8542713567836,84.29145728643216,75.3643216080402,48.582914572864325
3589.9497487437184,84.10050251256283,75.12562814070353,48.20100502512564
3609.0452261306527,83.90954773869348,74.88693467336684,47.81909547738695
3628.1407035175876,83.71859296482413,74.64824120603015,47.43718592964825
3647.2361809045224,83.52763819095478,74.40954773869348,47.05527638190955
3666.3316582914567,83.33668341708542,74.17085427135679,46.673366834170864
3685.4271356783916,83.14572864321607,73.9321608040201,46.29145728643216
3704.5226130653264,82.95477386934674,73.69346733668343,45.909547738693476
3723.618090452261,82.76381909547739,73.45477386934674,45.527638190954775
3742.7135678391955,82.57286432160805,73.21608040201005,45.14572864321609
3761.8090452261304,82.3819095477387,72.97738693467338,44.76381909547739
3780.904522613065,82.19095477386935,72.73869346733669,44.3819095477387
3800.0,82.0,72.5,44.0
