SCARAB;;ORSAT;;Present;
1070.5502408222087;113.1117256988779;986.8392796192354;108.43644181777236;962.5749013956311;105.46524850945724
1101.6182019872574;112.9178198817034;1017.907240784284;108.04863018342333;1001.4098528519418;104.68962524075918
1136.569658297937;112.33610243017985;1048.9752019493326;107.27300691472527;1032.4778140169904;104.10790778923564
1171.5211146086165;112.14219661300532;1076.15966796875;106.4973836460272;1059.6622800364078;103.33228452053757
1210.3560660649273;111.56047916148178;1104.638671875;105.67867036011081;1086.8467460558252;102.55666125183951
1249.1910175212379;111.36657334430727;1135.7066330400485;105.09695290858726;1121.798202366505;101.78103798314145
1284.1424738319174;110.97876170995823;1162.8910990594661;104.3213296398892;1148.9826683859224;101.00541471444339
1319.0939301425972;110.5909500756092;1186.1920699332525;103.54570637119114;1172.2836392597087;100.22979144574533
1346.2783961620146;110.39704425843469;1217.260031098301;102.9639889196676;1203.3516004247574;99.26026235987275
1385.1133476183252;109.81532680691114;1244.4444971177184;102.18836565096953;1234.4195615898059;98.29073327400017
1420.064803929005;109.03970353821309;1271.628963137136;101.60664819944598;1265.4875227548544;97.3212041881276
1458.8997553853155;108.65189190386405;1297.5190097845873;100.80947918244676;1292.6719887742718;96.35167510225503
1493.851211695995;108.07017445234051;1328.586970949636;100.22776173092322;1319.8564547936894;95.38214601638245
1528.8026680066748;107.48845700081696;1359.6549321146845;99.45213846222516;1347.0409208131068;94.41261693050987
1563.7541243173544;107.10064536646793;1382.9559029884708;98.48260937635258;1374.2253868325242;93.05527621028827
1598.705580628034;106.51892791494438;1406.2568738622574;97.3191744733055;1397.5263577063106;91.89184130724118
1633.6570369387136;105.74330464624633;1433.4413398816748;95.96183375308388;1424.7108237257282;90.53450058701956
1664.7249981037621;105.16158719472278;1456.7423107554612;94.79839885003679;1444.1282994538835;89.17715986679796
1699.6764544144419;104.38596392602471;1483.9267767748786;93.82886976416422;1459.167006409284;88.15659203357644
1730.7444155794904;103.61034065732666;1511.1112427942962;92.66543486111712;1478.5844821374394;86.99315713052935
1761.8123767445388;102.83471738862859;1530.5287185224515;91.50199995807003;1494.1184627199636;85.82972222748226
1796.7638330552186;101.86518830275602;1553.3980582524273;90.40319934115846;1509.6524433024879;84.47238150726065
1826.537137818568;100.89565921688344;1572.8155339805826;89.04585862093685;1525.1864238850121;82.92113496986453
1853.7216038379854;99.92613013101086;1596.116504854369;87.68851790071525;1544.6038996131674;81.56379424964292
1880.9060698574028;98.95660104513829;1615.5339805825242;86.33117718049364;1556.2543850500606;80.20645352942131
1908.0905358768205;98.18097777644023;1634.9514563106795;84.97383646027204;1567.904870486954;78.6552069920252
1931.3915067506068;96.82363705621863;1654.368932038835;83.61649574005042;1583.4388510694782;77.29786627180358
1958.5759727700242;95.85410797034605;1666.0194174757282;82.0652492026543;1591.2058413607404;75.94052555158198
1981.8769436438108;94.49676725012444;1681.5533980582525;80.51400266525819;1602.8563267976335;74.38927901418586
2009.0614096632282;93.52723816425187;1693.2038834951456;78.96275612786206;1614.5068122345267;73.22584411113877
2032.3623805370146;92.36380326120478;1708.7378640776699;77.41150959046594;1622.2738025257888;71.48069175656813
2051.77985626517;91.20036835815768;1720.388349514563;75.86026305306981;1633.924287962682;69.92944521917201
2071.1973319933254;89.84302763793607;1732.0388349514562;74.30901651567369;1641.6912782539441;68.18429286460137
2094.4983028671118;88.48568691771447;1743.6893203883496;72.75776997827758;1649.4582685452062;66.63304632720525
2113.915778595267;87.32225201466738;1755.3398058252428;71.20652344088145;1657.2252588364684;65.08179978980912
2133.3332543234224;85.96491129444577;1759.2233009708739;69.59064261734981;1664.7137391914441;63.45701011594313
2144.9837397603155;84.21975893987513;1766.990291262136;68.03939607995369;1672.4807294827062;61.71185776137249
2156.6342251972087;82.86241821965352;1778.6407766990292;66.48814954255757;1676.3642246283373;60.16061122397637
2168.284710634102;81.11726586508289;1782.5242718446602;65.13080882233596;1684.1312149195996;58.60936468658025
2176.051700925364;79.56601932768677;1786.4077669902913;63.57956228493984;1691.8982052108618;56.864212332009615
2191.5856815078882;78.40258442463967;1794.1747572815534;62.22222156471823;1699.6651955021239;55.11905997743897
2199.3526717991504;76.65743207006904;1801.9417475728155;60.864880844496625;1703.548690647755;53.37390762286834
2211.0031572360435;75.10618553267291;1809.7087378640776;59.11972848992599;1707.1539128868326;51.70742890841413
2222.6536426729367;73.5549389952768;1817.4757281553398;57.568481952529865;1711.0374080324636;50.156182371018005
2232.5783146237864;71.85287517854051;1821.3592233009708;56.01723541513375;1718.8043983237258;48.60493583362189
2244.2288000606795;70.30162864114439;1833.009708737864;54.46598887773762;1722.6878934693568;46.859783479051245
2255.8792854975727;68.55647628657375;1834.7357592536407;52.850105095438025;1726.5713886149879;45.30853694165513
2271.413266080097;67.00522974917763;1842.5027495449028;51.10495274086738;1730.454883760619;43.757290404259
2279.180256371359;65.260077394607;1854.1532349817962;49.553706203471265;1735.8627171192354;42.02325118215461
2294.7142369538833;63.51492504003636;1854.1532349817962;47.80855384890062;1739.7462122648665;40.27809882758397
2306.364722390777;61.963678502640235;1865.8037204186894;46.257307311504505;1747.5132025561286;38.53294647301333
2318.01520782767;60.2185261480696;1861.9202252730583;44.66297519504199;1751.3966977017596;36.7877941184427
2325.7821981189322;58.66727961067348;1877.4542058555826;43.11172865764586;1755.2801928473907;35.042641763872055
2337.4326835558254;56.92212725610284;1877.4542058555826;40.9787646687262;1763.0471831386528;33.29748940930142
2345.1996738470875;55.176974901532205;1885.2211961468447;39.427518131330075;1766.930678284284;31.552337054730785
2345.1996738470875;53.23791672978705;1891.2621359223301;37.57463703525364;1774.6976685755462;30.001090517334664
2356.8501592839807;51.38504155124654;1895.1456310679612;35.829484680683;1778.5811637211773;28.44984397993854
2360.7336544296118;49.252077562326875;1899.0291262135922;34.27823814328688;1786.3481540124394;26.704691625367904
2368.500644720874;47.31301939058172;1906.7961165048544;32.53308578871624;1794.1151443037015;24.959539270797265
2368.500644720874;45.37396121883657;1906.7961165048544;30.787933434145604;1799.522977662318;23.232778617880022
2380.151130157767;43.62880886426593;1916.7205514259708;29.430592713923996;1807.2899679535801;21.6815320804839
2384.034625303398;41.88365650969529;1916.7205514259708;28.07325199370239;1815.0569582448422;19.936379725913262
2391.8016155946602;39.94459833795014;1928.371036862864;26.522005456306267;1818.9404533904733;18.38513318851714
2399.5686058859224;38.00554016620499;1928.371036862864;24.970758918910146;1830.5909388273665;16.83388665112102
2407.3355961771845;36.066481994459835;1940.0215222997574;23.419512381514025;1838.3579291186286;15.088734296550381
2407.3355961771845;34.170515319317005;1940.0215222997574;21.71745152354571;1850.0084145555218;13.343581941979744
2422.8695767597087;32.42536296474636;1947.7885125910195;20.166204986149584;1861.6588999924152;11.598429587409107
2422.8695767597087;30.680210610175727;1959.4389980279127;18.614958448753463;1877.1928805749394;10.047183050012984
2430.636567050971;28.935058255605092;1971.0894834648059;17.06371191135734;1888.8433660118326;8.689842329791379
2434.520062196602;26.99600008385994;1974.972978610437;15.51246537396122;1904.3773465943568;7.332501609569772
2438.403557342233;25.056941912114787;1990.5069591929612;13.961218836565097;1919.911327176881;5.975160889348165
2446.170547633495;23.376420884911706;2003.4521010315534;12.34534097180142;1939.3288029050364;4.423914351952043
2450.054042779126;21.631268530341067;2015.1025864684466;10.794094434405299;1962.629773778823;3.0665736317304364
2461.7045282160193;20.080021992944946;2022.8695767597087;9.242847897009176;1978.1637543613472;1.7092329115088296
2461.7045282160193;18.334869638374307;2034.5200621966019;7.88550717678757;1997.5812300895025;0.351892191287223
2469.4715185072814;16.589717283803672;2050.054042779126;6.5281664565659625;;
2477.2385087985435;14.844564929233034;2065.5880233616504;5.3647315535188715;;
2481.1220039441746;12.905506757487881;2085.0054990898057;4.20129665047178;;
2492.7724893810678;11.35426022009176;2096.655984526699;3.0378617474246883;;
2504.4229748179614;10.190825317044668;2112.1899651092235;1.874426844377597;;
2516.0734602548546;8.639578779648547;2127.7239456917478;0.9048977585050209;;
2531.607440837379;7.088332242252424;;;;
2547.141421419903;5.730991522030817;;;;
2554.908411711165;4.179744984634696;;;;
2570.4423922936894;2.822404264413089;;;;
2585.9763728762136;1.465063544191482;;;;
